QUERY_ID,DOC_ID,SCORE,ENGINE,RANK
103,19407,3,(BM25|STS)+Reranker+LLM,10
103,36389,0,BM25+LLM,241
103,92844,0,BM25+LLM,319
103,34124,0,BM25+LLM,599
103,17262,0,BM25+LLM,777
103,21042,0,BM25+LLM,879
104,26373,3,(BM25|STS)+Reranker+LLM,1
104,25757,3,(BM25|STS)+Reranker+LLM,2
104,21817,3,(BM25|STS)+Reranker+LLM,3
104,22211,3,(BM25|STS)+Reranker+LLM,4
104,22212,3,(BM25|STS)+Reranker+LLM,5
104,19407,3,(BM25|STS)+Reranker+LLM,6
104,21853,3,(BM25|STS)+Reranker+LLM,7
104,48357,3,(BM25|STS)+Reranker+LLM,8
104,31662,3,(BM25|STS)+Reranker+LLM,9
104,22135,3,(BM25|STS)+Reranker+LLM,10
104,17967,1,BM25+LLM,599
104,28862,0,BM25+LLM,632
104,34781,0,BM25+LLM,640
104,13600,0,BM25+LLM,651
104,74062,0,BM25+LLM,929
105,19451,3,(BM25|STS)+Reranker+LLM,1
105,120633,3,(BM25|STS)+Reranker+LLM,2
105,22174,3,(BM25|STS)+Reranker+LLM,3
105,17993,3,(BM25|STS)+Reranker+LLM,4
105,17992,3,(BM25|STS)+Reranker+LLM,5
105,92532,2,(BM25|STS)+Reranker+LLM,6
105,149562,2,(BM25|STS)+Reranker+LLM,7
105,120425,2,(BM25|STS)+Reranker+LLM,8
105,18060,2,(BM25|STS)+Reranker+LLM,9
105,35189,1,(BM25|STS)+Reranker+LLM,10
105,16090,1,BM25+LLM,814
105,18252,0,BM25+LLM,318
105,29392,0,BM25+LLM,406
105,27031,0,BM25+LLM,848
105,34129,0,BM25+LLM,886
106,18865,3,(BM25|STS)+Reranker+LLM,1
106,31249,2,(BM25|STS)+Reranker+LLM,2
106,31278,2,(BM25|STS)+Reranker+LLM,4
106,2845,2,(BM25|STS)+Reranker+LLM,6
106,17360,2,(BM25|STS)+Reranker+LLM,10
106,14114,1,(BM25|STS)+Reranker+LLM,3
106,31250,1,(BM25|STS)+Reranker+LLM,5
106,17267,1,(BM25|STS)+Reranker+LLM,7
106,17158,1,(BM25|STS)+Reranker+LLM,8
106,31252,1,(BM25|STS)+Reranker+LLM,9
106,14270,1,BM25+LLM,112
106,18269,1,BM25+LLM,124
106,18828,1,BM25+LLM,648
106,135197,0,BM25+LLM,308
106,20501,0,BM25+LLM,400
107,5714,3,(BM25|STS)+Reranker+LLM,1
107,14268,2,(BM25|STS)+Reranker+LLM,7
107,14279,2,(BM25|STS)+Reranker+LLM,10
107,32866,1,(BM25|STS)+Reranker+LLM,2
107,18124,1,(BM25|STS)+Reranker+LLM,3
107,21936,1,(BM25|STS)+Reranker+LLM,4
107,47857,1,(BM25|STS)+Reranker+LLM,5
107,21196,1,(BM25|STS)+Reranker+LLM,9
107,31236,0,(BM25|STS)+Reranker+LLM,6
107,130264,0,(BM25|STS)+Reranker+LLM,8
107,7109,0,BM25+LLM,87
107,1104,0,BM25+LLM,363
107,17730,0,BM25+LLM,623
107,35336,0,BM25+LLM,821
107,16950,0,BM25+LLM,853
108,123011,3,(BM25|STS)+Reranker+LLM,1
108,71433,3,(BM25|STS)+Reranker+LLM,2
108,36637,2,(BM25|STS)+Reranker+LLM,3
108,55607,2,(BM25|STS)+Reranker+LLM,4
108,96554,2,(BM25|STS)+Reranker+LLM,5
108,13172,2,(BM25|STS)+Reranker+LLM,6
108,34140,2,(BM25|STS)+Reranker+LLM,7
108,34129,2,(BM25|STS)+Reranker+LLM,8
108,17967,2,(BM25|STS)+Reranker+LLM,9
108,34323,2,(BM25|STS)+Reranker+LLM,10
108,33916,1,BM25+LLM,156
108,21852,1,BM25+LLM,914
108,33939,1,BM25+LLM,933
108,144609,0,BM25+LLM,848
108,8693,0,BM25+LLM,866
109,109695,3,(BM25|STS)+Reranker+LLM,1
109,67390,3,(BM25|STS)+Reranker+LLM,2
109,12949,3,(BM25|STS)+Reranker+LLM,3
109,17090,3,(BM25|STS)+Reranker+LLM,5
109,12696,3,(BM25|STS)+Reranker+LLM,6
109,118873,3,(BM25|STS)+Reranker+LLM,10
109,108415,2,(BM25|STS)+Reranker+LLM,4
109,17109,2,(BM25|STS)+Reranker+LLM,8
109,18015,2,(BM25|STS)+Reranker+LLM,9
109,18017,2,BM25+LLM,10
109,122672,1,(BM25|STS)+Reranker+LLM,7
109,21913,1,BM25+LLM,75
109,109139,1,BM25+LLM,290
109,33014,1,BM25+LLM,900
109,18290,0,BM25+LLM,713
110,9989,3,(BM25|STS)+Reranker+LLM,1
110,34672,3,(BM25|STS)+Reranker+LLM,2
110,63595,3,(BM25|STS)+Reranker+LLM,3
110,35258,3,(BM25|STS)+Reranker+LLM,4
110,111444,3,(BM25|STS)+Reranker+LLM,5
110,145500,3,(BM25|STS)+Reranker+LLM,6
110,35428,3,(BM25|STS)+Reranker+LLM,8
110,137127,3,(BM25|STS)+Reranker+LLM,9
110,35435,3,(BM25|STS)+Reranker+LLM,10
110,118076,2,(BM25|STS)+Reranker+LLM,7
110,34899,1,BM25+LLM,758
110,58162,1,BM25+LLM,858
110,18163,0,BM25+LLM,525
110,19358,0,BM25+LLM,573
110,13675,0,BM25+LLM,834
111,44162,3,(BM25|STS)+Reranker+LLM,1
111,42972,2,(BM25|STS)+Reranker+LLM,5
111,72884,2,(BM25|STS)+Reranker+LLM,6
111,42166,2,(BM25|STS)+Reranker+LLM,8
111,17128,1,(BM25|STS)+Reranker+LLM,2
111,27074,1,(BM25|STS)+Reranker+LLM,3
111,54765,1,(BM25|STS)+Reranker+LLM,4
111,18873,1,(BM25|STS)+Reranker+LLM,7
111,32960,1,(BM25|STS)+Reranker+LLM,9
111,33308,1,(BM25|STS)+Reranker+LLM,10
111,122181,1,BM25+LLM,499
111,19390,0,BM25+LLM,233
111,30070,0,BM25+LLM,454
111,30,0,BM25+LLM,525
111,19402,0,BM25+LLM,797
112,107361,3,(BM25|STS)+Reranker+LLM,2
112,13694,3,(BM25|STS)+Reranker+LLM,3
112,125359,2,(BM25|STS)+Reranker+LLM,1
112,32949,2,(BM25|STS)+Reranker+LLM,5
112,116893,2,(BM25|STS)+Reranker+LLM,7
112,20928,2,(BM25|STS)+Reranker+LLM,10
112,32918,1,(BM25|STS)+Reranker+LLM,6
112,42817,1,(BM25|STS)+Reranker+LLM,8
112,42635,1,(BM25|STS)+Reranker+LLM,9
112,41478,1,BM25+LLM,404
112,34882,0,(BM25|STS)+Reranker+LLM,4
112,8960,0,BM25+LLM,118
112,15214,0,BM25+LLM,329
112,18290,0,BM25+LLM,381
112,76094,0,BM25+LLM,977
113,13583,3,(BM25|STS)+Reranker+LLM,1
113,17184,3,(BM25|STS)+Reranker+LLM,2
113,36337,3,(BM25|STS)+Reranker+LLM,3
113,57781,2,(BM25|STS)+Reranker+LLM,4
113,4856,2,(BM25|STS)+Reranker+LLM,5
113,43804,2,(BM25|STS)+Reranker+LLM,6
113,83994,2,(BM25|STS)+Reranker+LLM,7
113,75014,2,(BM25|STS)+Reranker+LLM,8
113,109923,2,(BM25|STS)+Reranker+LLM,9
113,34746,2,(BM25|STS)+Reranker+LLM,10
113,18086,1,BM25+LLM,66
113,14597,1,BM25+LLM,362
113,35023,1,BM25+LLM,430
113,106904,1,BM25+LLM,472
113,35405,0,BM25+LLM,478
114,31629,3,(BM25|STS)+Reranker+LLM,1
114,21864,3,(BM25|STS)+Reranker+LLM,2
114,13145,3,(BM25|STS)+Reranker+LLM,3
114,22944,3,(BM25|STS)+Reranker+LLM,6
114,16996,3,(BM25|STS)+Reranker+LLM,7
114,21789,3,(BM25|STS)+Reranker+LLM,8
114,21135,3,(BM25|STS)+Reranker+LLM,9
114,103458,3,(BM25|STS)+Reranker+LLM,10
114,35676,2,(BM25|STS)+Reranker+LLM,4
114,15253,2,(BM25|STS)+Reranker+LLM,5
114,22170,2,BM25+LLM,368
114,49694,1,BM25+LLM,540
114,47593,1,BM25+LLM,582
114,21128,0,BM25+LLM,248
114,91474,0,BM25+LLM,672
115,21864,3,(BM25|STS)+Reranker+LLM,1
115,21135,3,(BM25|STS)+Reranker+LLM,2
115,22813,3,(BM25|STS)+Reranker+LLM,3
115,31629,3,(BM25|STS)+Reranker+LLM,5
115,18410,2,(BM25|STS)+Reranker+LLM,4
115,142364,2,(BM25|STS)+Reranker+LLM,6
115,103458,2,(BM25|STS)+Reranker+LLM,7
115,59211,2,(BM25|STS)+Reranker+LLM,8
115,70748,2,(BM25|STS)+Reranker+LLM,9
115,22165,2,(BM25|STS)+Reranker+LLM,10
115,21235,1,BM25+LLM,89
115,34214,1,BM25+LLM,94
115,18816,1,BM25+LLM,336
115,31607,1,BM25+LLM,481
115,31549,1,BM25+LLM,542
116,52912,3,(BM25|STS)+Reranker+LLM,1
116,147727,3,(BM25|STS)+Reranker+LLM,2
116,16895,3,(BM25|STS)+Reranker+LLM,3
116,45015,3,(BM25|STS)+Reranker+LLM,4
116,22168,3,(BM25|STS)+Reranker+LLM,5
116,20500,3,(BM25|STS)+Reranker+LLM,6
116,50537,3,(BM25|STS)+Reranker+LLM,7
116,14526,3,(BM25|STS)+Reranker+LLM,8
116,62306,3,(BM25|STS)+Reranker+LLM,9
116,20561,3,(BM25|STS)+Reranker+LLM,10
116,14886,1,BM25+LLM,955
116,31916,0,BM25+LLM,90
116,14553,0,BM25+LLM,168
116,16889,0,BM25+LLM,455
116,28461,0,BM25+LLM,882
117,10089,3,(BM25|STS)+Reranker+LLM,1
117,49135,3,(BM25|STS)+Reranker+LLM,2
117,17209,3,(BM25|STS)+Reranker+LLM,3
117,11612,3,(BM25|STS)+Reranker+LLM,4
117,15532,3,(BM25|STS)+Reranker+LLM,6
117,17249,3,(BM25|STS)+Reranker+LLM,7
117,17206,3,(BM25|STS)+Reranker+LLM,8
117,18019,3,(BM25|STS)+Reranker+LLM,9
117,17204,3,(BM25|STS)+Reranker+LLM,10
117,17089,2,(BM25|STS)+Reranker+LLM,5
117,20873,1,BM25+LLM,477
117,93978,0,BM25+LLM,238
117,6554,0,BM25+LLM,395
117,18026,0,BM25+LLM,895
117,53176,0,BM25+LLM,986
118,104455,3,(BM25|STS)+Reranker+LLM,1
118,17206,2,(BM25|STS)+Reranker+LLM,5
118,18019,2,(BM25|STS)+Reranker+LLM,7
118,10089,2,(BM25|STS)+Reranker+LLM,8
118,49135,2,(BM25|STS)+Reranker+LLM,9
118,15532,1,(BM25|STS)+Reranker+LLM,2
118,17249,1,(BM25|STS)+Reranker+LLM,3
118,59842,1,(BM25|STS)+Reranker+LLM,4
118,13657,1,(BM25|STS)+Reranker+LLM,6
118,139160,1,(BM25|STS)+Reranker+LLM,10
118,21091,0,BM25+LLM,26
118,22107,0,BM25+LLM,41
118,46793,0,BM25+LLM,425
118,27777,0,BM25+LLM,526
118,66344,0,BM25+LLM,550
119,34132,3,(BM25|STS)+Reranker+LLM,1
119,34146,3,(BM25|STS)+Reranker+LLM,2
119,13633,3,(BM25|STS)+Reranker+LLM,3
119,37519,3,(BM25|STS)+Reranker+LLM,4
119,18920,3,(BM25|STS)+Reranker+LLM,8
119,33054,3,(BM25|STS)+Reranker+LLM,9
119,21867,2,(BM25|STS)+Reranker+LLM,5
119,28920,2,(BM25|STS)+Reranker+LLM,7
119,31653,2,(BM25|STS)+Reranker+LLM,10
119,17191,1,(BM25|STS)+Reranker+LLM,6
119,117370,1,BM25+LLM,15
119,13563,1,BM25+LLM,66
119,20854,0,BM25+LLM,761
119,22982,0,BM25+LLM,864
119,16945,0,BM25+LLM,918
120,13553,3,(BM25|STS)+Reranker+LLM,1
120,9775,3,(BM25|STS)+Reranker+LLM,3
120,29129,3,(BM25|STS)+Reranker+LLM,4
120,82005,3,(BM25|STS)+Reranker+LLM,5
120,55897,3,(BM25|STS)+Reranker+LLM,6
120,17012,3,(BM25|STS)+Reranker+LLM,7
120,18900,3,(BM25|STS)+Reranker+LLM,8
120,44207,3,(BM25|STS)+Reranker+LLM,10
120,40641,3,BM25+LLM,54
120,31005,2,(BM25|STS)+Reranker+LLM,2
120,25445,2,(BM25|STS)+Reranker+LLM,9
120,112346,1,BM25+LLM,198
120,34898,0,BM25+LLM,386
120,103548,0,BM25+LLM,604
120,37628,0,BM25+LLM,771
121,22164,3,(BM25|STS)+Reranker+LLM,1
121,22165,3,(BM25|STS)+Reranker+LLM,2
121,22170,3,(BM25|STS)+Reranker+LLM,3
121,142364,3,(BM25|STS)+Reranker+LLM,4
121,117370,3,BM25+LLM,65
121,50140,2,(BM25|STS)+Reranker+LLM,5
121,28189,2,(BM25|STS)+Reranker+LLM,6
121,103458,2,(BM25|STS)+Reranker+LLM,7
121,59211,2,(BM25|STS)+Reranker+LLM,8
121,70748,2,(BM25|STS)+Reranker+LLM,9
121,43879,2,(BM25|STS)+Reranker+LLM,10
121,136013,1,BM25+LLM,39
121,84986,1,BM25+LLM,64
121,28921,0,BM25+LLM,271
121,21877,0,BM25+LLM,275
122,20970,3,(BM25|STS)+Reranker+LLM,1
122,20506,3,(BM25|STS)+Reranker+LLM,2
122,37613,3,(BM25|STS)+Reranker+LLM,3
122,53641,3,(BM25|STS)+Reranker+LLM,4
122,15740,3,(BM25|STS)+Reranker+LLM,5
122,2966,3,(BM25|STS)+Reranker+LLM,6
122,47161,3,(BM25|STS)+Reranker+LLM,7
122,21159,3,(BM25|STS)+Reranker+LLM,8
122,31689,3,(BM25|STS)+Reranker+LLM,9
122,34126,3,(BM25|STS)+Reranker+LLM,10
122,161,1,BM25+LLM,72
122,20956,0,BM25+LLM,331
122,11595,0,BM25+LLM,755
122,40647,0,BM25+LLM,787
122,31153,0,BM25+LLM,840
123,133563,3,(BM25|STS)+Reranker+LLM,1
123,33082,3,(BM25|STS)+Reranker+LLM,2
123,21229,3,(BM25|STS)+Reranker+LLM,4
123,20506,3,(BM25|STS)+Reranker+LLM,5
123,13702,3,(BM25|STS)+Reranker+LLM,6
123,31679,3,(BM25|STS)+Reranker+LLM,7
123,43098,2,(BM25|STS)+Reranker+LLM,3
123,47161,2,(BM25|STS)+Reranker+LLM,8
123,37613,2,(BM25|STS)+Reranker+LLM,9
123,20871,2,(BM25|STS)+Reranker+LLM,10
123,36752,1,BM25+LLM,50
123,17298,1,BM25+LLM,132
123,13645,1,BM25+LLM,386
123,30121,0,BM25+LLM,899
123,91180,0,BM25+LLM,998
124,693,3,(BM25|STS)+Reranker+LLM,1
124,18955,3,(BM25|STS)+Reranker+LLM,3
124,32589,3,(BM25|STS)+Reranker+LLM,6
124,82570,2,(BM25|STS)+Reranker+LLM,2
124,14508,2,(BM25|STS)+Reranker+LLM,4
124,31061,2,(BM25|STS)+Reranker+LLM,5
124,14253,2,(BM25|STS)+Reranker+LLM,7
124,14269,2,(BM25|STS)+Reranker+LLM,9
124,18949,1,(BM25|STS)+Reranker+LLM,8
124,91914,1,(BM25|STS)+Reranker+LLM,10
124,18080,1,BM25+LLM,38
124,100899,0,BM25+LLM,162
124,15852,0,BM25+LLM,565
124,14878,0,BM25+LLM,720
124,17270,0,BM25+LLM,953
125,105994,3,(BM25|STS)+Reranker+LLM,1
125,17017,2,(BM25|STS)+Reranker+LLM,2
125,26341,2,(BM25|STS)+Reranker+LLM,4
125,9884,1,(BM25|STS)+Reranker+LLM,3
125,102918,1,(BM25|STS)+Reranker+LLM,5
125,123331,1,(BM25|STS)+Reranker+LLM,6
125,4831,1,(BM25|STS)+Reranker+LLM,7
125,21879,1,(BM25|STS)+Reranker+LLM,8
125,19500,1,(BM25|STS)+Reranker+LLM,9
125,16948,1,(BM25|STS)+Reranker+LLM,10
125,22795,1,BM25+LLM,166
125,33118,1,BM25+LLM,813
125,19618,0,BM25+LLM,406
125,14553,0,BM25+LLM,879
125,32866,0,BM25+LLM,950
126,33621,3,(BM25|STS)+Reranker+LLM,1
126,32034,3,(BM25|STS)+Reranker+LLM,2
126,32024,3,(BM25|STS)+Reranker+LLM,3
126,29664,3,(BM25|STS)+Reranker+LLM,4
126,29854,3,(BM25|STS)+Reranker+LLM,5
126,32402,3,(BM25|STS)+Reranker+LLM,6
126,29832,3,(BM25|STS)+Reranker+LLM,7
126,1846,3,(BM25|STS)+Reranker+LLM,8
126,44954,3,(BM25|STS)+Reranker+LLM,9
126,76845,3,(BM25|STS)+Reranker+LLM,10
126,58425,1,BM25+LLM,98
126,13323,0,BM25+LLM,141
126,85442,0,BM25+LLM,147
126,56658,0,BM25+LLM,418
126,15781,0,BM25+LLM,823
127,17105,3,(BM25|STS)+Reranker+LLM,1
127,17137,3,(BM25|STS)+Reranker+LLM,2
127,17350,3,(BM25|STS)+Reranker+LLM,4
127,32902,3,(BM25|STS)+Reranker+LLM,6
127,104716,3,(BM25|STS)+Reranker+LLM,7
127,67871,3,(BM25|STS)+Reranker+LLM,8
127,16252,3,(BM25|STS)+Reranker+LLM,9
127,40893,2,(BM25|STS)+Reranker+LLM,3
127,14485,2,(BM25|STS)+Reranker+LLM,5
127,18831,2,(BM25|STS)+Reranker+LLM,10
127,107859,1,BM25+LLM,605
127,25137,1,BM25+LLM,788
127,39668,0,BM25+LLM,625
127,15406,0,BM25+LLM,649
127,87007,0,BM25+LLM,749
128,67011,3,(BM25|STS)+Reranker+LLM,10
128,71456,2,(BM25|STS)+Reranker+LLM,1
128,14895,2,(BM25|STS)+Reranker+LLM,2
128,19410,2,(BM25|STS)+Reranker+LLM,5
128,19398,2,(BM25|STS)+Reranker+LLM,7
128,18860,2,(BM25|STS)+Reranker+LLM,8
128,19390,2,(BM25|STS)+Reranker+LLM,9
128,35620,1,(BM25|STS)+Reranker+LLM,3
128,17306,1,(BM25|STS)+Reranker+LLM,4
128,47183,1,(BM25|STS)+Reranker+LLM,6
128,31546,1,BM25+LLM,715
128,17223,0,BM25+LLM,109
128,20522,0,BM25+LLM,412
128,5182,0,BM25+LLM,608
128,18081,0,BM25+LLM,996
129,31507,3,(BM25|STS)+Reranker+LLM,1
129,34290,3,(BM25|STS)+Reranker+LLM,2
129,32925,2,(BM25|STS)+Reranker+LLM,3
129,19417,2,(BM25|STS)+Reranker+LLM,4
129,32923,2,(BM25|STS)+Reranker+LLM,5
129,32936,2,(BM25|STS)+Reranker+LLM,6
129,19385,2,(BM25|STS)+Reranker+LLM,7
129,18820,2,(BM25|STS)+Reranker+LLM,8
129,31508,2,(BM25|STS)+Reranker+LLM,9
129,14839,1,BM25+LLM,672
129,31681,0,(BM25|STS)+Reranker+LLM,10
129,21894,0,BM25+LLM,212
129,25890,0,BM25+LLM,593
129,6559,0,BM25+LLM,823
129,14894,0,BM25+LLM,919
130,31104,3,(BM25|STS)+Reranker+LLM,1
130,31108,3,(BM25|STS)+Reranker+LLM,2
130,17821,2,(BM25|STS)+Reranker+LLM,3
130,42820,2,(BM25|STS)+Reranker+LLM,4
130,17262,2,(BM25|STS)+Reranker+LLM,5
130,9751,2,(BM25|STS)+Reranker+LLM,6
130,31080,1,(BM25|STS)+Reranker+LLM,7
130,45338,1,(BM25|STS)+Reranker+LLM,8
130,18390,1,(BM25|STS)+Reranker+LLM,9
130,21100,1,(BM25|STS)+Reranker+LLM,10
130,31816,0,BM25+LLM,12
130,48949,0,BM25+LLM,493
130,14526,0,BM25+LLM,570
130,15253,0,BM25+LLM,677
130,21167,0,BM25+LLM,887
131,42821,3,(BM25|STS)+Reranker+LLM,1
131,42820,3,(BM25|STS)+Reranker+LLM,2
131,17254,3,(BM25|STS)+Reranker+LLM,5
131,18080,2,(BM25|STS)+Reranker+LLM,4
131,31080,2,(BM25|STS)+Reranker+LLM,8
131,14814,2,(BM25|STS)+Reranker+LLM,9
131,18416,1,(BM25|STS)+Reranker+LLM,3
131,17206,1,(BM25|STS)+Reranker+LLM,6
131,31931,1,(BM25|STS)+Reranker+LLM,7
131,29601,1,(BM25|STS)+Reranker+LLM,10
131,15415,0,BM25+LLM,445
131,25465,0,BM25+LLM,688
131,31293,0,BM25+LLM,781
131,16903,0,BM25+LLM,827
131,28871,0,BM25+LLM,836
132,17220,3,(BM25|STS)+Reranker+LLM,1
132,18386,2,(BM25|STS)+Reranker+LLM,5
132,14882,2,(BM25|STS)+Reranker+LLM,6
132,20569,1,(BM25|STS)+Reranker+LLM,2
132,47911,1,(BM25|STS)+Reranker+LLM,3
132,21253,1,(BM25|STS)+Reranker+LLM,7
132,60736,1,(BM25|STS)+Reranker+LLM,9
132,28869,1,(BM25|STS)+Reranker+LLM,10
132,34031,1,BM25+LLM,524
132,33763,0,(BM25|STS)+Reranker+LLM,4
132,13611,0,(BM25|STS)+Reranker+LLM,8
132,29565,0,BM25+LLM,110
132,77814,0,BM25+LLM,594
132,130165,0,BM25+LLM,704
132,18331,0,BM25+LLM,784
133,33080,3,(BM25|STS)+Reranker+LLM,1
133,33083,2,(BM25|STS)+Reranker+LLM,2
133,33081,2,(BM25|STS)+Reranker+LLM,3
133,32454,2,(BM25|STS)+Reranker+LLM,4
133,33937,2,(BM25|STS)+Reranker+LLM,5
133,31669,2,(BM25|STS)+Reranker+LLM,6
133,69047,2,(BM25|STS)+Reranker+LLM,8
133,31680,2,(BM25|STS)+Reranker+LLM,10
133,98622,1,(BM25|STS)+Reranker+LLM,7
133,69557,1,(BM25|STS)+Reranker+LLM,9
133,16857,1,BM25+LLM,40
133,23125,1,BM25+LLM,403
133,23550,1,BM25+LLM,626
133,43356,0,BM25+LLM,166
133,51393,0,BM25+LLM,250
134,22108,3,(BM25|STS)+Reranker+LLM,2
134,18877,3,(BM25|STS)+Reranker+LLM,3
134,21833,3,(BM25|STS)+Reranker+LLM,4
134,80979,3,(BM25|STS)+Reranker+LLM,6
134,22841,2,(BM25|STS)+Reranker+LLM,1
134,26874,2,(BM25|STS)+Reranker+LLM,5
134,63725,2,(BM25|STS)+Reranker+LLM,7
134,85539,2,(BM25|STS)+Reranker+LLM,8
134,18285,2,(BM25|STS)+Reranker+LLM,9
134,22854,2,(BM25|STS)+Reranker+LLM,10
134,121754,1,BM25+LLM,442
134,33093,1,BM25+LLM,764
134,17294,0,BM25+LLM,62
134,29657,0,BM25+LLM,765
134,31072,0,BM25+LLM,935
135,43098,3,(BM25|STS)+Reranker+LLM,1
135,22781,3,(BM25|STS)+Reranker+LLM,2
135,33083,3,(BM25|STS)+Reranker+LLM,4
135,85539,3,(BM25|STS)+Reranker+LLM,7
135,31669,3,(BM25|STS)+Reranker+LLM,9
135,21922,3,(BM25|STS)+Reranker+LLM,10
135,22777,2,(BM25|STS)+Reranker+LLM,3
135,33081,2,(BM25|STS)+Reranker+LLM,5
135,22854,2,(BM25|STS)+Reranker+LLM,8
135,32977,1,(BM25|STS)+Reranker+LLM,6
135,2983,1,BM25+LLM,52
135,72884,1,BM25+LLM,943
135,21211,0,BM25+LLM,490
135,35179,0,BM25+LLM,813
135,85494,0,BM25+LLM,903
136,85586,3,(BM25|STS)+Reranker+LLM,1
136,75210,3,(BM25|STS)+Reranker+LLM,2
136,55237,3,(BM25|STS)+Reranker+LLM,3
136,20495,3,(BM25|STS)+Reranker+LLM,4
136,62787,3,(BM25|STS)+Reranker+LLM,5
136,19403,3,(BM25|STS)+Reranker+LLM,6
136,70057,2,(BM25|STS)+Reranker+LLM,7
136,18911,2,(BM25|STS)+Reranker+LLM,8
136,20498,2,(BM25|STS)+Reranker+LLM,9
136,18264,2,(BM25|STS)+Reranker+LLM,10
136,4263,1,BM25+LLM,110
136,57935,0,BM25+LLM,64
136,14622,0,BM25+LLM,642
136,21231,0,BM25+LLM,728
136,32325,0,BM25+LLM,905
137,122028,3,(BM25|STS)+Reranker+LLM,1
137,131880,3,(BM25|STS)+Reranker+LLM,2
137,113541,3,(BM25|STS)+Reranker+LLM,3
137,11684,2,(BM25|STS)+Reranker+LLM,4
137,15259,2,(BM25|STS)+Reranker+LLM,5
137,20533,2,(BM25|STS)+Reranker+LLM,6
137,135146,2,(BM25|STS)+Reranker+LLM,8
137,21053,2,(BM25|STS)+Reranker+LLM,9
137,21922,1,(BM25|STS)+Reranker+LLM,7
137,21859,1,(BM25|STS)+Reranker+LLM,10
137,25442,1,BM25+LLM,315
137,47240,0,BM25+LLM,401
137,18285,0,BM25+LLM,527
137,22992,0,BM25+LLM,630
137,113273,0,BM25+LLM,795
138,22780,3,(BM25|STS)+Reranker+LLM,1
138,15885,3,(BM25|STS)+Reranker+LLM,2
138,129357,3,(BM25|STS)+Reranker+LLM,3
138,13172,3,(BM25|STS)+Reranker+LLM,4
138,96554,3,(BM25|STS)+Reranker+LLM,5
138,21939,3,(BM25|STS)+Reranker+LLM,6
138,22803,3,(BM25|STS)+Reranker+LLM,7
138,22150,3,(BM25|STS)+Reranker+LLM,8
138,97634,3,(BM25|STS)+Reranker+LLM,9
138,22149,3,(BM25|STS)+Reranker+LLM,10
138,80979,1,BM25+LLM,91
138,15171,1,BM25+LLM,840
138,18296,0,BM25+LLM,137
138,13119,0,BM25+LLM,217
138,18030,0,BM25+LLM,428
139,98454,3,(BM25|STS)+Reranker+LLM,1
139,38824,3,(BM25|STS)+Reranker+LLM,2
139,34726,3,(BM25|STS)+Reranker+LLM,3
139,14890,3,(BM25|STS)+Reranker+LLM,5
139,68667,3,(BM25|STS)+Reranker+LLM,6
139,34995,3,(BM25|STS)+Reranker+LLM,8
139,34771,3,(BM25|STS)+Reranker+LLM,9
139,34929,2,(BM25|STS)+Reranker+LLM,4
139,16319,2,(BM25|STS)+Reranker+LLM,7
139,34890,2,(BM25|STS)+Reranker+LLM,10
139,33181,0,BM25+LLM,158
139,33983,0,BM25+LLM,517
139,28531,0,BM25+LLM,583
139,17227,0,BM25+LLM,737
139,20277,0,BM25+LLM,949
140,79794,3,(BM25|STS)+Reranker+LLM,1
140,135758,3,(BM25|STS)+Reranker+LLM,2
140,21939,3,(BM25|STS)+Reranker+LLM,6
