ID,TEXT,SOURCE,1,2,3,4,5,6,7,8,9,10
11,bens e serviços comuns,search log,bens e serviços comuns - Serviços comuns de engenharia,"bens e serviços comuns - Serviços comuns de engenharia, Obras e serviços de engenharia","bens e serviços comuns - Serviços comuns de engenharia, Obras e serviços de engenharia, Serviços especiais de engenharia","bens e serviços comuns - Serviços comuns de engenharia, Obras e serviços de engenharia, Serviços especiais de engenharia, Bens de consumo","bens e serviços comuns - Serviços comuns de engenharia, Obras e serviços de engenharia, Serviços especiais de engenharia, Bens de consumo, Patrimônio mobiliário","bens e serviços comuns - Serviços comuns de engenharia, Obras e serviços de engenharia, Serviços especiais de engenharia, Bens de consumo, Patrimônio mobiliário, Serviço público","bens e serviços comuns - Serviços comuns de engenharia, Obras e serviços de engenharia, Serviços especiais de engenharia, Bens de consumo, Patrimônio mobiliário, Serviço público","bens e serviços comuns - Serviços comuns de engenharia, Obras e serviços de engenharia, Serviços especiais de engenharia, Bens de consumo, Patrimônio mobiliário, Serviço público","bens e serviços comuns - Serviços comuns de engenharia, Obras e serviços de engenharia, Serviços especiais de engenharia, Bens de consumo, Patrimônio mobiliário, Serviço público","bens e serviços comuns - Serviços comuns de engenharia, Obras e serviços de engenharia, Serviços especiais de engenharia, Bens de consumo, Patrimônio mobiliário, Serviço público"
12,parcelas de maior relevância e valor significativo,search log,parcelas de maior relevância e valor significativo - Parcela de maior relevância,"parcelas de maior relevância e valor significativo - Parcela de maior relevância, Validade","parcelas de maior relevância e valor significativo - Parcela de maior relevância, Validade, Priorização","parcelas de maior relevância e valor significativo - Parcela de maior relevância, Validade, Priorização, Objeto da licitação","parcelas de maior relevância e valor significativo - Parcela de maior relevância, Validade, Priorização, Objeto da licitação, Preço máximo","parcelas de maior relevância e valor significativo - Parcela de maior relevância, Validade, Priorização, Objeto da licitação, Preço máximo, Valor público","parcelas de maior relevância e valor significativo - Parcela de maior relevância, Validade, Priorização, Objeto da licitação, Preço máximo, Valor público, Valoração","parcelas de maior relevância e valor significativo - Parcela de maior relevância, Validade, Priorização, Objeto da licitação, Preço máximo, Valor público, Valoração, Valor da causa","parcelas de maior relevância e valor significativo - Parcela de maior relevância, Validade, Priorização, Objeto da licitação, Preço máximo, Valor público, Valoração, Valor da causa","parcelas de maior relevância e valor significativo - Parcela de maior relevância, Validade, Priorização, Objeto da licitação, Preço máximo, Valor público, Valoração, Valor da causa"
13,despesa sem cobertura contratual,search log,despesa sem cobertura contratual - Garantia contratual,"despesa sem cobertura contratual - Garantia contratual, Custo não renovável","despesa sem cobertura contratual - Garantia contratual, Custo não renovável, Gestão contratual","despesa sem cobertura contratual - Garantia contratual, Custo não renovável, Gestão contratual, Despesa sem prévio empenho","despesa sem cobertura contratual - Garantia contratual, Custo não renovável, Gestão contratual, Despesa sem prévio empenho, Plano de saúde","despesa sem cobertura contratual - Garantia contratual, Custo não renovável, Gestão contratual, Despesa sem prévio empenho, Plano de saúde, Contrapartida","despesa sem cobertura contratual - Garantia contratual, Custo não renovável, Gestão contratual, Despesa sem prévio empenho, Plano de saúde, Contrapartida, Carta contrato","despesa sem cobertura contratual - Garantia contratual, Custo não renovável, Gestão contratual, Despesa sem prévio empenho, Plano de saúde, Contrapartida, Carta contrato, Reconhecimento de dívida","despesa sem cobertura contratual - Garantia contratual, Custo não renovável, Gestão contratual, Despesa sem prévio empenho, Plano de saúde, Contrapartida, Carta contrato, Reconhecimento de dívida, Passivo financeiro","despesa sem cobertura contratual - Garantia contratual, Custo não renovável, Gestão contratual, Despesa sem prévio empenho, Plano de saúde, Contrapartida, Carta contrato, Reconhecimento de dívida, Passivo financeiro"
14,decreto-lei 4.657/1942,search log,decreto-lei 4.657/1942 - Legislação,"decreto-lei 4.657/1942 - Legislação, Decreto","decreto-lei 4.657/1942 - Legislação, Decreto, Lei de Introdução às Normas do Direito Brasileiro","decreto-lei 4.657/1942 - Legislação, Decreto, Lei de Introdução às Normas do Direito Brasileiro, CLT","decreto-lei 4.657/1942 - Legislação, Decreto, Lei de Introdução às Normas do Direito Brasileiro, CLT, Renda familiar","decreto-lei 4.657/1942 - Legislação, Decreto, Lei de Introdução às Normas do Direito Brasileiro, CLT, Renda familiar, Empresa de trabalho temporário","decreto-lei 4.657/1942 - Legislação, Decreto, Lei de Introdução às Normas do Direito Brasileiro, CLT, Renda familiar, Empresa de trabalho temporário, Reforma (Direito)","decreto-lei 4.657/1942 - Legislação, Decreto, Lei de Introdução às Normas do Direito Brasileiro, CLT, Renda familiar, Empresa de trabalho temporário, Reforma (Direito), Vereador","decreto-lei 4.657/1942 - Legislação, Decreto, Lei de Introdução às Normas do Direito Brasileiro, CLT, Renda familiar, Empresa de trabalho temporário, Reforma (Direito), Vereador, ISS","decreto-lei 4.657/1942 - Legislação, Decreto, Lei de Introdução às Normas do Direito Brasileiro, CLT, Renda familiar, Empresa de trabalho temporário, Reforma (Direito), Vereador, ISS, Projeto de engenharia"
15,contas e materialidade,search log,contas e materialidade - Materialidade global,"contas e materialidade - Materialidade global, Materialidade específica","contas e materialidade - Materialidade global, Materialidade específica, Materialidade para execução da auditoria","contas e materialidade - Materialidade global, Materialidade específica, Materialidade para execução da auditoria, Contabilização","contas e materialidade - Materialidade global, Materialidade específica, Materialidade para execução da auditoria, Contabilização, Conta contábil","contas e materialidade - Materialidade global, Materialidade específica, Materialidade para execução da auditoria, Contabilização, Conta contábil, Julgamento de contas","contas e materialidade - Materialidade global, Materialidade específica, Materialidade para execução da auditoria, Contabilização, Conta contábil, Julgamento de contas, Contas ordinárias","contas e materialidade - Materialidade global, Materialidade específica, Materialidade para execução da auditoria, Contabilização, Conta contábil, Julgamento de contas, Contas ordinárias, Administração de material","contas e materialidade - Materialidade global, Materialidade específica, Materialidade para execução da auditoria, Contabilização, Conta contábil, Julgamento de contas, Contas ordinárias, Administração de material, Contabilidade","contas e materialidade - Materialidade global, Materialidade específica, Materialidade para execução da auditoria, Contabilização, Conta contábil, Julgamento de contas, Contas ordinárias, Administração de material, Contabilidade"
16,inexequibilidade e comprovação,search log,inexequibilidade e comprovação - Descumprimento,"inexequibilidade e comprovação - Descumprimento, Crime impossível","inexequibilidade e comprovação - Descumprimento, Crime impossível, Inexecução das obrigações","inexequibilidade e comprovação - Descumprimento, Crime impossível, Inexecução das obrigações, Recibo","inexequibilidade e comprovação - Descumprimento, Crime impossível, Inexecução das obrigações, Recibo, Fato inexistente","inexequibilidade e comprovação - Descumprimento, Crime impossível, Inexecução das obrigações, Recibo, Fato inexistente, Comprovante de votação","inexequibilidade e comprovação - Descumprimento, Crime impossível, Inexecução das obrigações, Recibo, Fato inexistente, Comprovante de votação, Caducidade","inexequibilidade e comprovação - Descumprimento, Crime impossível, Inexecução das obrigações, Recibo, Fato inexistente, Comprovante de votação, Caducidade, Certificação profissional","inexequibilidade e comprovação - Descumprimento, Crime impossível, Inexecução das obrigações, Recibo, Fato inexistente, Comprovante de votação, Caducidade, Certificação profissional","inexequibilidade e comprovação - Descumprimento, Crime impossível, Inexecução das obrigações, Recibo, Fato inexistente, Comprovante de votação, Caducidade, Certificação profissional"
17,impedimento de licitar e contratar,search log,impedimento de licitar e contratar - Suspensão temporária,"impedimento de licitar e contratar - Suspensão temporária, Negociar","impedimento de licitar e contratar - Suspensão temporária, Negociar, Inidoneidade","impedimento de licitar e contratar - Suspensão temporária, Negociar, Inidoneidade, Inexigibilidade de licitação","impedimento de licitar e contratar - Suspensão temporária, Negociar, Inidoneidade, Inexigibilidade de licitação, Termo de contrato","impedimento de licitar e contratar - Suspensão temporária, Negociar, Inidoneidade, Inexigibilidade de licitação, Termo de contrato, Cadastro de Empresas Inidôneas e Suspensas","impedimento de licitar e contratar - Suspensão temporária, Negociar, Inidoneidade, Inexigibilidade de licitação, Termo de contrato, Cadastro de Empresas Inidôneas e Suspensas, Suspeição","impedimento de licitar e contratar - Suspensão temporária, Negociar, Inidoneidade, Inexigibilidade de licitação, Termo de contrato, Cadastro de Empresas Inidôneas e Suspensas, Suspeição, Bens e serviços de informática","impedimento de licitar e contratar - Suspensão temporária, Negociar, Inidoneidade, Inexigibilidade de licitação, Termo de contrato, Cadastro de Empresas Inidôneas e Suspensas, Suspeição, Bens e serviços de informática, Processo administrativo de responsabilização","impedimento de licitar e contratar - Suspensão temporária, Negociar, Inidoneidade, Inexigibilidade de licitação, Termo de contrato, Cadastro de Empresas Inidôneas e Suspensas, Suspeição, Bens e serviços de informática, Processo administrativo de responsabilização"
18,aditivo e obra,search log,aditivo e obra - Termo aditivo,"aditivo e obra - Termo aditivo, Adiantamento","aditivo e obra - Termo aditivo, Adiantamento, Acréscimo","aditivo e obra - Termo aditivo, Adiantamento, Acréscimo, Obra pública","aditivo e obra - Termo aditivo, Adiantamento, Acréscimo, Obra pública, Aditivo quantitativo","aditivo e obra - Termo aditivo, Adiantamento, Acréscimo, Obra pública, Aditivo quantitativo, Incorporação","aditivo e obra - Termo aditivo, Adiantamento, Acréscimo, Obra pública, Aditivo quantitativo, Incorporação, Enquadramento","aditivo e obra - Termo aditivo, Adiantamento, Acréscimo, Obra pública, Aditivo quantitativo, Incorporação, Enquadramento, Aplicação","aditivo e obra - Termo aditivo, Adiantamento, Acréscimo, Obra pública, Aditivo quantitativo, Incorporação, Enquadramento, Aplicação, Reprovabilidade","aditivo e obra - Termo aditivo, Adiantamento, Acréscimo, Obra pública, Aditivo quantitativo, Incorporação, Enquadramento, Aplicação, Reprovabilidade"
19,fraude a licitacao,search log,fraude a licitacao - Fraude contábil,"fraude a licitacao - Fraude contábil, Fator de risco de fraude","fraude a licitacao - Fraude contábil, Fator de risco de fraude, Fraude processual","fraude a licitacao - Fraude contábil, Fator de risco de fraude, Fraude processual, Auditoria de fraudes","fraude a licitacao - Fraude contábil, Fator de risco de fraude, Fraude processual, Auditoria de fraudes, Desvio de recursos","fraude a licitacao - Fraude contábil, Fator de risco de fraude, Fraude processual, Auditoria de fraudes, Desvio de recursos, Corrupção ativa","fraude a licitacao - Fraude contábil, Fator de risco de fraude, Fraude processual, Auditoria de fraudes, Desvio de recursos, Corrupção ativa, Coelho","fraude a licitacao - Fraude contábil, Fator de risco de fraude, Fraude processual, Auditoria de fraudes, Desvio de recursos, Corrupção ativa, Coelho, Corrupção","fraude a licitacao - Fraude contábil, Fator de risco de fraude, Fraude processual, Auditoria de fraudes, Desvio de recursos, Corrupção ativa, Coelho, Corrupção, Fraude fiscal","fraude a licitacao - Fraude contábil, Fator de risco de fraude, Fraude processual, Auditoria de fraudes, Desvio de recursos, Corrupção ativa, Coelho, Corrupção, Fraude fiscal"
20,auditoria interna,search log,auditoria interna - Auditor interno,"auditoria interna - Auditor interno, Auditoria externa","auditoria interna - Auditor interno, Auditoria externa, Mandato da auditoria interna","auditoria interna - Auditor interno, Auditoria externa, Mandato da auditoria interna, Auditoria de gestão","auditoria interna - Auditor interno, Auditoria externa, Mandato da auditoria interna, Auditoria de gestão, Controle interno","auditoria interna - Auditor interno, Auditoria externa, Mandato da auditoria interna, Auditoria de gestão, Controle interno, Avaliação de controles internos","auditoria interna - Auditor interno, Auditoria externa, Mandato da auditoria interna, Auditoria de gestão, Controle interno, Avaliação de controles internos, Auditoria baseada em riscos","auditoria interna - Auditor interno, Auditoria externa, Mandato da auditoria interna, Auditoria de gestão, Controle interno, Avaliação de controles internos, Auditoria baseada em riscos, Papéis de trabalho","auditoria interna - Auditor interno, Auditoria externa, Mandato da auditoria interna, Auditoria de gestão, Controle interno, Avaliação de controles internos, Auditoria baseada em riscos, Papéis de trabalho","auditoria interna - Auditor interno, Auditoria externa, Mandato da auditoria interna, Auditoria de gestão, Controle interno, Avaliação de controles internos, Auditoria baseada em riscos, Papéis de trabalho"
21,fracionamento de despesas,search log,fracionamento de despesas - Fracionamento da despesa,"fracionamento de despesas - Fracionamento da despesa, Parcelamento do objeto","fracionamento de despesas - Fracionamento da despesa, Parcelamento do objeto, Despesa","fracionamento de despesas - Fracionamento da despesa, Parcelamento do objeto, Despesa, Subtração","fracionamento de despesas - Fracionamento da despesa, Parcelamento do objeto, Despesa, Subtração, Custo","fracionamento de despesas - Fracionamento da despesa, Parcelamento do objeto, Despesa, Subtração, Custo, Gastos discricionários","fracionamento de despesas - Fracionamento da despesa, Parcelamento do objeto, Despesa, Subtração, Custo, Gastos discricionários, Despesa de custeio","fracionamento de despesas - Fracionamento da despesa, Parcelamento do objeto, Despesa, Subtração, Custo, Gastos discricionários, Despesa de custeio, Redução","fracionamento de despesas - Fracionamento da despesa, Parcelamento do objeto, Despesa, Subtração, Custo, Gastos discricionários, Despesa de custeio, Redução, Custo indireto","fracionamento de despesas - Fracionamento da despesa, Parcelamento do objeto, Despesa, Subtração, Custo, Gastos discricionários, Despesa de custeio, Redução, Custo indireto"
22,novo e improrrogável prazo,search log,novo e improrrogável prazo - Prorrogação de contrato,"novo e improrrogável prazo - Prorrogação de contrato, Termo inicial","novo e improrrogável prazo - Prorrogação de contrato, Termo inicial, Documento novo","novo e improrrogável prazo - Prorrogação de contrato, Termo inicial, Documento novo, Tempestividade","novo e improrrogável prazo - Prorrogação de contrato, Termo inicial, Documento novo, Tempestividade, Revogação","novo e improrrogável prazo - Prorrogação de contrato, Termo inicial, Documento novo, Tempestividade, Revogação, Apelação","novo e improrrogável prazo - Prorrogação de contrato, Termo inicial, Documento novo, Tempestividade, Revogação, Apelação, Trânsito em julgado","novo e improrrogável prazo - Prorrogação de contrato, Termo inicial, Documento novo, Tempestividade, Revogação, Apelação, Trânsito em julgado, Serviço novo","novo e improrrogável prazo - Prorrogação de contrato, Termo inicial, Documento novo, Tempestividade, Revogação, Apelação, Trânsito em julgado, Serviço novo, Fato novo","novo e improrrogável prazo - Prorrogação de contrato, Termo inicial, Documento novo, Tempestividade, Revogação, Apelação, Trânsito em julgado, Serviço novo, Fato novo"
23,inidoneidade de licitante,search log,inidoneidade de licitante - Declaração de inidoneidade,"inidoneidade de licitante - Declaração de inidoneidade, Idoneidade","inidoneidade de licitante - Declaração de inidoneidade, Idoneidade, Declaração","inidoneidade de licitante - Declaração de inidoneidade, Idoneidade, Declaração, Licitante vencedor","inidoneidade de licitante - Declaração de inidoneidade, Idoneidade, Declaração, Licitante vencedor, Proposta","inidoneidade de licitante - Declaração de inidoneidade, Idoneidade, Declaração, Licitante vencedor, Proposta, Cadastro de Empresas Inidôneas e Suspensas","inidoneidade de licitante - Declaração de inidoneidade, Idoneidade, Declaração, Licitante vencedor, Proposta, Cadastro de Empresas Inidôneas e Suspensas, Habilitação de licitante","inidoneidade de licitante - Declaração de inidoneidade, Idoneidade, Declaração, Licitante vencedor, Proposta, Cadastro de Empresas Inidôneas e Suspensas, Habilitação de licitante, Sanção administrativa","inidoneidade de licitante - Declaração de inidoneidade, Idoneidade, Declaração, Licitante vencedor, Proposta, Cadastro de Empresas Inidôneas e Suspensas, Habilitação de licitante, Sanção administrativa","inidoneidade de licitante - Declaração de inidoneidade, Idoneidade, Declaração, Licitante vencedor, Proposta, Cadastro de Empresas Inidôneas e Suspensas, Habilitação de licitante, Sanção administrativa"
24,licitações e contratos,search log,licitações e contratos - Licitação,"licitações e contratos - Licitação, Contratações públicas","licitações e contratos - Licitação, Contratações públicas, Contrato administrativo","licitações e contratos - Licitação, Contratações públicas, Contrato administrativo, Lei de Licitações e Contratos","licitações e contratos - Licitação, Contratações públicas, Contrato administrativo, Lei de Licitações e Contratos, Contrato","licitações e contratos - Licitação, Contratações públicas, Contrato administrativo, Lei de Licitações e Contratos, Contrato, Licitante","licitações e contratos - Licitação, Contratações públicas, Contrato administrativo, Lei de Licitações e Contratos, Contrato, Licitante, Formalização do contrato","licitações e contratos - Licitação, Contratações públicas, Contrato administrativo, Lei de Licitações e Contratos, Contrato, Licitante, Formalização do contrato, Termo de contrato","licitações e contratos - Licitação, Contratações públicas, Contrato administrativo, Lei de Licitações e Contratos, Contrato, Licitante, Formalização do contrato, Termo de contrato, Garantia contratual","licitações e contratos - Licitação, Contratações públicas, Contrato administrativo, Lei de Licitações e Contratos, Contrato, Licitante, Formalização do contrato, Termo de contrato, Garantia contratual, Liquidação"
