ID,TEXT,SOURCE,1,2,3,4,5,6,7,8,9,10
11,bens e serviços comuns,search log,bens e serviços comuns - Serviços comuns de engenharia,"bens e serviços comuns - Serviços comuns de engenharia, Bens e serviços de informática","bens e serviços comuns - Serviços comuns de engenharia, Bens e serviços de informática, Obras e serviços de engenharia","bens e serviços comuns - Serviços comuns de engenharia, Bens e serviços de informática, Obras e serviços de engenharia, Patrimônio mobiliário","bens e serviços comuns - Serviços comuns de engenharia, Bens e serviços de informática, Obras e serviços de engenharia, Patrimônio mobiliário, Bens de consumo","bens e serviços comuns - Serviços comuns de engenharia, Bens e serviços de informática, Obras e serviços de engenharia, Patrimônio mobiliário, Bens de consumo, Benefício assistencial","bens e serviços comuns - Serviços comuns de engenharia, Bens e serviços de informática, Obras e serviços de engenharia, Patrimônio mobiliário, Bens de consumo, Benefício assistencial, Bem-estar social","bens e serviços comuns - Serviços comuns de engenharia, Bens e serviços de informática, Obras e serviços de engenharia, Patrimônio mobiliário, Bens de consumo, Benefício assistencial, Bem-estar social","bens e serviços comuns - Serviços comuns de engenharia, Bens e serviços de informática, Obras e serviços de engenharia, Patrimônio mobiliário, Bens de consumo, Benefício assistencial, Bem-estar social","bens e serviços comuns - Serviços comuns de engenharia, Bens e serviços de informática, Obras e serviços de engenharia, Patrimônio mobiliário, Bens de consumo, Benefício assistencial, Bem-estar social"
12,parcelas de maior relevância e valor significativo,search log,parcelas de maior relevância e valor significativo - Parcela de maior relevância,"parcelas de maior relevância e valor significativo - Parcela de maior relevância, Capacidade técnico-profissional","parcelas de maior relevância e valor significativo - Parcela de maior relevância, Capacidade técnico-profissional, Obras, serviços ou compras de grande vulto","parcelas de maior relevância e valor significativo - Parcela de maior relevância, Capacidade técnico-profissional, Obras, serviços ou compras de grande vulto, Singularidade do objeto","parcelas de maior relevância e valor significativo - Parcela de maior relevância, Capacidade técnico-profissional, Obras, serviços ou compras de grande vulto, Singularidade do objeto, Parcela Autônoma de Equivalência","parcelas de maior relevância e valor significativo - Parcela de maior relevância, Capacidade técnico-profissional, Obras, serviços ou compras de grande vulto, Singularidade do objeto, Parcela Autônoma de Equivalência, Pagamento indevido","parcelas de maior relevância e valor significativo - Parcela de maior relevância, Capacidade técnico-profissional, Obras, serviços ou compras de grande vulto, Singularidade do objeto, Parcela Autônoma de Equivalência, Pagamento indevido, Critério de seleção","parcelas de maior relevância e valor significativo - Parcela de maior relevância, Capacidade técnico-profissional, Obras, serviços ou compras de grande vulto, Singularidade do objeto, Parcela Autônoma de Equivalência, Pagamento indevido, Critério de seleção, Objeto da licitação","parcelas de maior relevância e valor significativo - Parcela de maior relevância, Capacidade técnico-profissional, Obras, serviços ou compras de grande vulto, Singularidade do objeto, Parcela Autônoma de Equivalência, Pagamento indevido, Critério de seleção, Objeto da licitação, Atestado de capacidade técnica","parcelas de maior relevância e valor significativo - Parcela de maior relevância, Capacidade técnico-profissional, Obras, serviços ou compras de grande vulto, Singularidade do objeto, Parcela Autônoma de Equivalência, Pagamento indevido, Critério de seleção, Objeto da licitação, Atestado de capacidade técnica"
13,despesa sem cobertura contratual,search log,despesa sem cobertura contratual - Custo não renovável,"despesa sem cobertura contratual - Custo não renovável, Despesa sem prévio empenho","despesa sem cobertura contratual - Custo não renovável, Despesa sem prévio empenho, Evento sem ônus","despesa sem cobertura contratual - Custo não renovável, Despesa sem prévio empenho, Evento sem ônus, Reconhecimento de dívida","despesa sem cobertura contratual - Custo não renovável, Despesa sem prévio empenho, Evento sem ônus, Reconhecimento de dívida, Plano de saúde","despesa sem cobertura contratual - Custo não renovável, Despesa sem prévio empenho, Evento sem ônus, Reconhecimento de dívida, Plano de saúde, Empenho","despesa sem cobertura contratual - Custo não renovável, Despesa sem prévio empenho, Evento sem ônus, Reconhecimento de dívida, Plano de saúde, Empenho, Empenho prévio","despesa sem cobertura contratual - Custo não renovável, Despesa sem prévio empenho, Evento sem ônus, Reconhecimento de dívida, Plano de saúde, Empenho, Empenho prévio, Cobertura (Saúde)","despesa sem cobertura contratual - Custo não renovável, Despesa sem prévio empenho, Evento sem ônus, Reconhecimento de dívida, Plano de saúde, Empenho, Empenho prévio, Cobertura (Saúde), Passivo compensado","despesa sem cobertura contratual - Custo não renovável, Despesa sem prévio empenho, Evento sem ônus, Reconhecimento de dívida, Plano de saúde, Empenho, Empenho prévio, Cobertura (Saúde), Passivo compensado, Garantia contratual"
14,decreto-lei 4.657/1942,search log,decreto-lei 4.657/1942 - Empresa de trabalho temporário,"decreto-lei 4.657/1942 - Empresa de trabalho temporário, Decreto","decreto-lei 4.657/1942 - Empresa de trabalho temporário, Decreto, Lei de Introdução às Normas do Direito Brasileiro","decreto-lei 4.657/1942 - Empresa de trabalho temporário, Decreto, Lei de Introdução às Normas do Direito Brasileiro, Procedimento de Manifestação de Interesse","decreto-lei 4.657/1942 - Empresa de trabalho temporário, Decreto, Lei de Introdução às Normas do Direito Brasileiro, Procedimento de Manifestação de Interesse, GRU","decreto-lei 4.657/1942 - Empresa de trabalho temporário, Decreto, Lei de Introdução às Normas do Direito Brasileiro, Procedimento de Manifestação de Interesse, GRU, Empenho prévio","decreto-lei 4.657/1942 - Empresa de trabalho temporário, Decreto, Lei de Introdução às Normas do Direito Brasileiro, Procedimento de Manifestação de Interesse, GRU, Empenho prévio, Fundo Nacional de Saúde","decreto-lei 4.657/1942 - Empresa de trabalho temporário, Decreto, Lei de Introdução às Normas do Direito Brasileiro, Procedimento de Manifestação de Interesse, GRU, Empenho prévio, Fundo Nacional de Saúde, Programa de Alimentação do Trabalhador","decreto-lei 4.657/1942 - Empresa de trabalho temporário, Decreto, Lei de Introdução às Normas do Direito Brasileiro, Procedimento de Manifestação de Interesse, GRU, Empenho prévio, Fundo Nacional de Saúde, Programa de Alimentação do Trabalhador, Plano plurianual","decreto-lei 4.657/1942 - Empresa de trabalho temporário, Decreto, Lei de Introdução às Normas do Direito Brasileiro, Procedimento de Manifestação de Interesse, GRU, Empenho prévio, Fundo Nacional de Saúde, Programa de Alimentação do Trabalhador, Plano plurianual, Livro diário"
15,contas e materialidade,search log,contas e materialidade - Materialidade global,"contas e materialidade - Materialidade global, Materialidade específica","contas e materialidade - Materialidade global, Materialidade específica, Materialidade para execução da auditoria","contas e materialidade - Materialidade global, Materialidade específica, Materialidade para execução da auditoria, Contabilidade","contas e materialidade - Materialidade global, Materialidade específica, Materialidade para execução da auditoria, Contabilidade, Contas ordinárias","contas e materialidade - Materialidade global, Materialidade específica, Materialidade para execução da auditoria, Contabilidade, Contas ordinárias, Administração de material","contas e materialidade - Materialidade global, Materialidade específica, Materialidade para execução da auditoria, Contabilidade, Contas ordinárias, Administração de material, Processo de contas","contas e materialidade - Materialidade global, Materialidade específica, Materialidade para execução da auditoria, Contabilidade, Contas ordinárias, Administração de material, Processo de contas, Deficiência material","contas e materialidade - Materialidade global, Materialidade específica, Materialidade para execução da auditoria, Contabilidade, Contas ordinárias, Administração de material, Processo de contas, Deficiência material","contas e materialidade - Materialidade global, Materialidade específica, Materialidade para execução da auditoria, Contabilidade, Contas ordinárias, Administração de material, Processo de contas, Deficiência material"
16,inexequibilidade e comprovação,search log,inexequibilidade e comprovação - Crime impossível,"inexequibilidade e comprovação - Crime impossível, Fato inexistente","inexequibilidade e comprovação - Crime impossível, Fato inexistente, Inexecução das obrigações","inexequibilidade e comprovação - Crime impossível, Fato inexistente, Inexecução das obrigações, Declaração de nulidade","inexequibilidade e comprovação - Crime impossível, Fato inexistente, Inexecução das obrigações, Declaração de nulidade, Vício sanável","inexequibilidade e comprovação - Crime impossível, Fato inexistente, Inexecução das obrigações, Declaração de nulidade, Vício sanável, Regularidade fiscal","inexequibilidade e comprovação - Crime impossível, Fato inexistente, Inexecução das obrigações, Declaração de nulidade, Vício sanável, Regularidade fiscal, Certidão negativa","inexequibilidade e comprovação - Crime impossível, Fato inexistente, Inexecução das obrigações, Declaração de nulidade, Vício sanável, Regularidade fiscal, Certidão negativa, Recibo","inexequibilidade e comprovação - Crime impossível, Fato inexistente, Inexecução das obrigações, Declaração de nulidade, Vício sanável, Regularidade fiscal, Certidão negativa, Recibo","inexequibilidade e comprovação - Crime impossível, Fato inexistente, Inexecução das obrigações, Declaração de nulidade, Vício sanável, Regularidade fiscal, Certidão negativa, Recibo"
17,impedimento de licitar e contratar,search log,impedimento de licitar e contratar - Suspensão temporária,"impedimento de licitar e contratar - Suspensão temporária, Inexigibilidade de licitação","impedimento de licitar e contratar - Suspensão temporária, Inexigibilidade de licitação, Cadastro de Empresas Inidôneas e Suspensas","impedimento de licitar e contratar - Suspensão temporária, Inexigibilidade de licitação, Cadastro de Empresas Inidôneas e Suspensas, Inidoneidade","impedimento de licitar e contratar - Suspensão temporária, Inexigibilidade de licitação, Cadastro de Empresas Inidôneas e Suspensas, Inidoneidade, Termo de contrato","impedimento de licitar e contratar - Suspensão temporária, Inexigibilidade de licitação, Cadastro de Empresas Inidôneas e Suspensas, Inidoneidade, Termo de contrato, Inaplicabilidade de licitação","impedimento de licitar e contratar - Suspensão temporária, Inexigibilidade de licitação, Cadastro de Empresas Inidôneas e Suspensas, Inidoneidade, Termo de contrato, Inaplicabilidade de licitação, Processo administrativo de responsabilização","impedimento de licitar e contratar - Suspensão temporária, Inexigibilidade de licitação, Cadastro de Empresas Inidôneas e Suspensas, Inidoneidade, Termo de contrato, Inaplicabilidade de licitação, Processo administrativo de responsabilização, Suspeição","impedimento de licitar e contratar - Suspensão temporária, Inexigibilidade de licitação, Cadastro de Empresas Inidôneas e Suspensas, Inidoneidade, Termo de contrato, Inaplicabilidade de licitação, Processo administrativo de responsabilização, Suspeição, Artista consagrado","impedimento de licitar e contratar - Suspensão temporária, Inexigibilidade de licitação, Cadastro de Empresas Inidôneas e Suspensas, Inidoneidade, Termo de contrato, Inaplicabilidade de licitação, Processo administrativo de responsabilização, Suspeição, Artista consagrado"
18,aditivo e obra,search log,aditivo e obra - Adestramento,"aditivo e obra - Adestramento, Termo aditivo","aditivo e obra - Adestramento, Termo aditivo, Emenda aditiva","aditivo e obra - Adestramento, Termo aditivo, Emenda aditiva, Adiantamento","aditivo e obra - Adestramento, Termo aditivo, Emenda aditiva, Adiantamento, Adicional ocupacional","aditivo e obra - Adestramento, Termo aditivo, Emenda aditiva, Adiantamento, Adicional ocupacional, Aditivo qualitativo","aditivo e obra - Adestramento, Termo aditivo, Emenda aditiva, Adiantamento, Adicional ocupacional, Aditivo qualitativo, Anexo","aditivo e obra - Adestramento, Termo aditivo, Emenda aditiva, Adiantamento, Adicional ocupacional, Aditivo qualitativo, Anexo, Adicional de periculosidade","aditivo e obra - Adestramento, Termo aditivo, Emenda aditiva, Adiantamento, Adicional ocupacional, Aditivo qualitativo, Anexo, Adicional de periculosidade, Projeto","aditivo e obra - Adestramento, Termo aditivo, Emenda aditiva, Adiantamento, Adicional ocupacional, Aditivo qualitativo, Anexo, Adicional de periculosidade, Projeto"
19,fraude a licitacao,search log,fraude a licitacao - Coelho,"fraude a licitacao - Coelho, Corrupção passiva","fraude a licitacao - Coelho, Corrupção passiva, Tráfico de influência","fraude a licitacao - Coelho, Corrupção passiva, Tráfico de influência, Auditoria de fraudes","fraude a licitacao - Coelho, Corrupção passiva, Tráfico de influência, Auditoria de fraudes, Fraude processual","fraude a licitacao - Coelho, Corrupção passiva, Tráfico de influência, Auditoria de fraudes, Fraude processual, Falsificação de cartão","fraude a licitacao - Coelho, Corrupção passiva, Tráfico de influência, Auditoria de fraudes, Fraude processual, Falsificação de cartão, Colusão","fraude a licitacao - Coelho, Corrupção passiva, Tráfico de influência, Auditoria de fraudes, Fraude processual, Falsificação de cartão, Colusão, Corrupção ativa","fraude a licitacao - Coelho, Corrupção passiva, Tráfico de influência, Auditoria de fraudes, Fraude processual, Falsificação de cartão, Colusão, Corrupção ativa, Fraude contábil","fraude a licitacao - Coelho, Corrupção passiva, Tráfico de influência, Auditoria de fraudes, Fraude processual, Falsificação de cartão, Colusão, Corrupção ativa, Fraude contábil"
20,auditoria interna,search log,auditoria interna - Auditor interno,"auditoria interna - Auditor interno, Mandato da auditoria interna","auditoria interna - Auditor interno, Mandato da auditoria interna, Auditoria externa","auditoria interna - Auditor interno, Mandato da auditoria interna, Auditoria externa, Auditoria de gestão","auditoria interna - Auditor interno, Mandato da auditoria interna, Auditoria externa, Auditoria de gestão, Avaliação de controles internos","auditoria interna - Auditor interno, Mandato da auditoria interna, Auditoria externa, Auditoria de gestão, Avaliação de controles internos, Auditoria baseada em riscos","auditoria interna - Auditor interno, Mandato da auditoria interna, Auditoria externa, Auditoria de gestão, Avaliação de controles internos, Auditoria baseada em riscos, Plano anual de auditoria","auditoria interna - Auditor interno, Mandato da auditoria interna, Auditoria externa, Auditoria de gestão, Avaliação de controles internos, Auditoria baseada em riscos, Plano anual de auditoria, Controle interno","auditoria interna - Auditor interno, Mandato da auditoria interna, Auditoria externa, Auditoria de gestão, Avaliação de controles internos, Auditoria baseada em riscos, Plano anual de auditoria, Controle interno","auditoria interna - Auditor interno, Mandato da auditoria interna, Auditoria externa, Auditoria de gestão, Avaliação de controles internos, Auditoria baseada em riscos, Plano anual de auditoria, Controle interno"
21,fracionamento de despesas,search log,fracionamento de despesas - Fracionamento da despesa,"fracionamento de despesas - Fracionamento da despesa, Parcelamento do objeto","fracionamento de despesas - Fracionamento da despesa, Parcelamento do objeto, Gastos discricionários","fracionamento de despesas - Fracionamento da despesa, Parcelamento do objeto, Gastos discricionários, Contratação direta","fracionamento de despesas - Fracionamento da despesa, Parcelamento do objeto, Gastos discricionários, Contratação direta, Gastos não discricionários","fracionamento de despesas - Fracionamento da despesa, Parcelamento do objeto, Gastos discricionários, Contratação direta, Gastos não discricionários, Empenho parcial","fracionamento de despesas - Fracionamento da despesa, Parcelamento do objeto, Gastos discricionários, Contratação direta, Gastos não discricionários, Empenho parcial, Eficiência de custos","fracionamento de despesas - Fracionamento da despesa, Parcelamento do objeto, Gastos discricionários, Contratação direta, Gastos não discricionários, Empenho parcial, Eficiência de custos, Refinanciamento","fracionamento de despesas - Fracionamento da despesa, Parcelamento do objeto, Gastos discricionários, Contratação direta, Gastos não discricionários, Empenho parcial, Eficiência de custos, Refinanciamento, Déficit orçamentário","fracionamento de despesas - Fracionamento da despesa, Parcelamento do objeto, Gastos discricionários, Contratação direta, Gastos não discricionários, Empenho parcial, Eficiência de custos, Refinanciamento, Déficit orçamentário, Despesa"
