ID,TEXT,SOURCE,1,2,3,4,5,6,7,8,9,10
11,bens e serviços comuns,search log,bens e serviços comuns - Serviços comuns de engenharia,"bens e serviços comuns - Serviços comuns de engenharia, Prestação de serviço","bens e serviços comuns - Serviços comuns de engenharia, Prestação de serviço, Bens de consumo","bens e serviços comuns - Serviços comuns de engenharia, Prestação de serviço, Bens de consumo, Pregão","bens e serviços comuns - Serviços comuns de engenharia, Prestação de serviço, Bens de consumo, Pregão, Obras e serviços de engenharia","bens e serviços comuns - Serviços comuns de engenharia, Prestação de serviço, Bens de consumo, Pregão, Obras e serviços de engenharia, Contratações públicas","bens e serviços comuns - Serviços comuns de engenharia, Prestação de serviço, Bens de consumo, Pregão, Obras e serviços de engenharia, Contratações públicas","bens e serviços comuns - Serviços comuns de engenharia, Prestação de serviço, Bens de consumo, Pregão, Obras e serviços de engenharia, Contratações públicas","bens e serviços comuns - Serviços comuns de engenharia, Prestação de serviço, Bens de consumo, Pregão, Obras e serviços de engenharia, Contratações públicas","bens e serviços comuns - Serviços comuns de engenharia, Prestação de serviço, Bens de consumo, Pregão, Obras e serviços de engenharia, Contratações públicas"
12,parcelas de maior relevância e valor significativo,search log,parcelas de maior relevância e valor significativo - Parcela de maior relevância,"parcelas de maior relevância e valor significativo - Parcela de maior relevância, Singularidade do objeto","parcelas de maior relevância e valor significativo - Parcela de maior relevância, Singularidade do objeto, Objeto da licitação","parcelas de maior relevância e valor significativo - Parcela de maior relevância, Singularidade do objeto, Objeto da licitação, Validade","parcelas de maior relevância e valor significativo - Parcela de maior relevância, Singularidade do objeto, Objeto da licitação, Validade, Priorização","parcelas de maior relevância e valor significativo - Parcela de maior relevância, Singularidade do objeto, Objeto da licitação, Validade, Priorização, Vantagem","parcelas de maior relevância e valor significativo - Parcela de maior relevância, Singularidade do objeto, Objeto da licitação, Validade, Priorização, Vantagem, Valor público","parcelas de maior relevância e valor significativo - Parcela de maior relevância, Singularidade do objeto, Objeto da licitação, Validade, Priorização, Vantagem, Valor público, Objetivo-chave","parcelas de maior relevância e valor significativo - Parcela de maior relevância, Singularidade do objeto, Objeto da licitação, Validade, Priorização, Vantagem, Valor público, Objetivo-chave","parcelas de maior relevância e valor significativo - Parcela de maior relevância, Singularidade do objeto, Objeto da licitação, Validade, Priorização, Vantagem, Valor público, Objetivo-chave"
13,despesa sem cobertura contratual,search log,despesa sem cobertura contratual - Garantia contratual,"despesa sem cobertura contratual - Garantia contratual, Custo não renovável","despesa sem cobertura contratual - Garantia contratual, Custo não renovável, Carta contrato","despesa sem cobertura contratual - Garantia contratual, Custo não renovável, Carta contrato, Regime de execução contratual","despesa sem cobertura contratual - Garantia contratual, Custo não renovável, Carta contrato, Regime de execução contratual, Gestão contratual","despesa sem cobertura contratual - Garantia contratual, Custo não renovável, Carta contrato, Regime de execução contratual, Gestão contratual, Pagamento indevido","despesa sem cobertura contratual - Garantia contratual, Custo não renovável, Carta contrato, Regime de execução contratual, Gestão contratual, Pagamento indevido, Contrapartida","despesa sem cobertura contratual - Garantia contratual, Custo não renovável, Carta contrato, Regime de execução contratual, Gestão contratual, Pagamento indevido, Contrapartida, Reconhecimento de dívida","despesa sem cobertura contratual - Garantia contratual, Custo não renovável, Carta contrato, Regime de execução contratual, Gestão contratual, Pagamento indevido, Contrapartida, Reconhecimento de dívida, Rescisão contratual","despesa sem cobertura contratual - Garantia contratual, Custo não renovável, Carta contrato, Regime de execução contratual, Gestão contratual, Pagamento indevido, Contrapartida, Reconhecimento de dívida, Rescisão contratual"
14,decreto-lei 4.657/1942,search log,decreto-lei 4.657/1942 - Legislação,"decreto-lei 4.657/1942 - Legislação, Decreto","decreto-lei 4.657/1942 - Legislação, Decreto, Empresa de trabalho temporário","decreto-lei 4.657/1942 - Legislação, Decreto, Empresa de trabalho temporário, Renda familiar","decreto-lei 4.657/1942 - Legislação, Decreto, Empresa de trabalho temporário, Renda familiar, CLT","decreto-lei 4.657/1942 - Legislação, Decreto, Empresa de trabalho temporário, Renda familiar, CLT, Lei de Introdução às Normas do Direito Brasileiro","decreto-lei 4.657/1942 - Legislação, Decreto, Empresa de trabalho temporário, Renda familiar, CLT, Lei de Introdução às Normas do Direito Brasileiro, Sinapi","decreto-lei 4.657/1942 - Legislação, Decreto, Empresa de trabalho temporário, Renda familiar, CLT, Lei de Introdução às Normas do Direito Brasileiro, Sinapi, Projeto de engenharia","decreto-lei 4.657/1942 - Legislação, Decreto, Empresa de trabalho temporário, Renda familiar, CLT, Lei de Introdução às Normas do Direito Brasileiro, Sinapi, Projeto de engenharia, Fundo Nacional de Saúde","decreto-lei 4.657/1942 - Legislação, Decreto, Empresa de trabalho temporário, Renda familiar, CLT, Lei de Introdução às Normas do Direito Brasileiro, Sinapi, Projeto de engenharia, Fundo Nacional de Saúde, Vereador"
15,contas e materialidade,search log,contas e materialidade - Materialidade global,"contas e materialidade - Materialidade global, Materialidade para execução da auditoria","contas e materialidade - Materialidade global, Materialidade para execução da auditoria, Materialidade específica","contas e materialidade - Materialidade global, Materialidade para execução da auditoria, Materialidade específica, Contas ordinárias","contas e materialidade - Materialidade global, Materialidade para execução da auditoria, Materialidade específica, Contas ordinárias, Conta contábil","contas e materialidade - Materialidade global, Materialidade para execução da auditoria, Materialidade específica, Contas ordinárias, Conta contábil, Julgamento de contas","contas e materialidade - Materialidade global, Materialidade para execução da auditoria, Materialidade específica, Contas ordinárias, Conta contábil, Julgamento de contas, Contabilização","contas e materialidade - Materialidade global, Materialidade para execução da auditoria, Materialidade específica, Contas ordinárias, Conta contábil, Julgamento de contas, Contabilização, Contabilidade","contas e materialidade - Materialidade global, Materialidade para execução da auditoria, Materialidade específica, Contas ordinárias, Conta contábil, Julgamento de contas, Contabilização, Contabilidade","contas e materialidade - Materialidade global, Materialidade para execução da auditoria, Materialidade específica, Contas ordinárias, Conta contábil, Julgamento de contas, Contabilização, Contabilidade"
16,inexequibilidade e comprovação,search log,inexequibilidade e comprovação - Fornecedor exclusivo,"inexequibilidade e comprovação - Fornecedor exclusivo, Preço","inexequibilidade e comprovação - Fornecedor exclusivo, Preço, Obras e serviços de engenharia","inexequibilidade e comprovação - Fornecedor exclusivo, Preço, Obras e serviços de engenharia, Recibo","inexequibilidade e comprovação - Fornecedor exclusivo, Preço, Obras e serviços de engenharia, Recibo, Comprovante de votação","inexequibilidade e comprovação - Fornecedor exclusivo, Preço, Obras e serviços de engenharia, Recibo, Comprovante de votação, Averbação de tempo de serviço","inexequibilidade e comprovação - Fornecedor exclusivo, Preço, Obras e serviços de engenharia, Recibo, Comprovante de votação, Averbação de tempo de serviço, Fato inexistente","inexequibilidade e comprovação - Fornecedor exclusivo, Preço, Obras e serviços de engenharia, Recibo, Comprovante de votação, Averbação de tempo de serviço, Fato inexistente, Crime impossível","inexequibilidade e comprovação - Fornecedor exclusivo, Preço, Obras e serviços de engenharia, Recibo, Comprovante de votação, Averbação de tempo de serviço, Fato inexistente, Crime impossível","inexequibilidade e comprovação - Fornecedor exclusivo, Preço, Obras e serviços de engenharia, Recibo, Comprovante de votação, Averbação de tempo de serviço, Fato inexistente, Crime impossível"
17,impedimento de licitar e contratar,search log,impedimento de licitar e contratar - Suspensão temporária,"impedimento de licitar e contratar - Suspensão temporária, Negociar","impedimento de licitar e contratar - Suspensão temporária, Negociar, Inexigibilidade de licitação","impedimento de licitar e contratar - Suspensão temporária, Negociar, Inexigibilidade de licitação, Inidoneidade","impedimento de licitar e contratar - Suspensão temporária, Negociar, Inexigibilidade de licitação, Inidoneidade, Cadastro de Empresas Inidôneas e Suspensas","impedimento de licitar e contratar - Suspensão temporária, Negociar, Inexigibilidade de licitação, Inidoneidade, Cadastro de Empresas Inidôneas e Suspensas, Licitação fracassada","impedimento de licitar e contratar - Suspensão temporária, Negociar, Inexigibilidade de licitação, Inidoneidade, Cadastro de Empresas Inidôneas e Suspensas, Licitação fracassada, Bens e serviços de informática","impedimento de licitar e contratar - Suspensão temporária, Negociar, Inexigibilidade de licitação, Inidoneidade, Cadastro de Empresas Inidôneas e Suspensas, Licitação fracassada, Bens e serviços de informática, Processo administrativo de responsabilização","impedimento de licitar e contratar - Suspensão temporária, Negociar, Inexigibilidade de licitação, Inidoneidade, Cadastro de Empresas Inidôneas e Suspensas, Licitação fracassada, Bens e serviços de informática, Processo administrativo de responsabilização, Suspeição","impedimento de licitar e contratar - Suspensão temporária, Negociar, Inexigibilidade de licitação, Inidoneidade, Cadastro de Empresas Inidôneas e Suspensas, Licitação fracassada, Bens e serviços de informática, Processo administrativo de responsabilização, Suspeição"
18,aditivo e obra,search log,aditivo e obra - Adiantamento,"aditivo e obra - Adiantamento, Obra pública","aditivo e obra - Adiantamento, Obra pública, Termo aditivo","aditivo e obra - Adiantamento, Obra pública, Termo aditivo, Acréscimo","aditivo e obra - Adiantamento, Obra pública, Termo aditivo, Acréscimo, Incorporação","aditivo e obra - Adiantamento, Obra pública, Termo aditivo, Acréscimo, Incorporação, Enquadramento","aditivo e obra - Adiantamento, Obra pública, Termo aditivo, Acréscimo, Incorporação, Enquadramento, Detalhamento","aditivo e obra - Adiantamento, Obra pública, Termo aditivo, Acréscimo, Incorporação, Enquadramento, Detalhamento, Reprovabilidade","aditivo e obra - Adiantamento, Obra pública, Termo aditivo, Acréscimo, Incorporação, Enquadramento, Detalhamento, Reprovabilidade, Implantação","aditivo e obra - Adiantamento, Obra pública, Termo aditivo, Acréscimo, Incorporação, Enquadramento, Detalhamento, Reprovabilidade, Implantação"
19,fraude a licitacao,search log,fraude a licitacao - Fator de risco de fraude,"fraude a licitacao - Fator de risco de fraude, Conluio","fraude a licitacao - Fator de risco de fraude, Conluio, Suborno","fraude a licitacao - Fator de risco de fraude, Conluio, Suborno, Corrupção ativa","fraude a licitacao - Fator de risco de fraude, Conluio, Suborno, Corrupção ativa, Colusão","fraude a licitacao - Fator de risco de fraude, Conluio, Suborno, Corrupção ativa, Colusão, Fraude contábil","fraude a licitacao - Fator de risco de fraude, Conluio, Suborno, Corrupção ativa, Colusão, Fraude contábil, Auditoria de fraudes","fraude a licitacao - Fator de risco de fraude, Conluio, Suborno, Corrupção ativa, Colusão, Fraude contábil, Auditoria de fraudes, Desvio de recursos","fraude a licitacao - Fator de risco de fraude, Conluio, Suborno, Corrupção ativa, Colusão, Fraude contábil, Auditoria de fraudes, Desvio de recursos, Corrupção passiva","fraude a licitacao - Fator de risco de fraude, Conluio, Suborno, Corrupção ativa, Colusão, Fraude contábil, Auditoria de fraudes, Desvio de recursos, Corrupção passiva"
20,auditoria interna,search log,auditoria interna - Auditor interno,"auditoria interna - Auditor interno, Mandato da auditoria interna","auditoria interna - Auditor interno, Mandato da auditoria interna, Auditoria de gestão","auditoria interna - Auditor interno, Mandato da auditoria interna, Auditoria de gestão, Auditoria externa","auditoria interna - Auditor interno, Mandato da auditoria interna, Auditoria de gestão, Auditoria externa, Controle interno","auditoria interna - Auditor interno, Mandato da auditoria interna, Auditoria de gestão, Auditoria externa, Controle interno, Auditoria contábil","auditoria interna - Auditor interno, Mandato da auditoria interna, Auditoria de gestão, Auditoria externa, Controle interno, Auditoria contábil, Programa de auditoria","auditoria interna - Auditor interno, Mandato da auditoria interna, Auditoria de gestão, Auditoria externa, Controle interno, Auditoria contábil, Programa de auditoria, Auditoria baseada em riscos","auditoria interna - Auditor interno, Mandato da auditoria interna, Auditoria de gestão, Auditoria externa, Controle interno, Auditoria contábil, Programa de auditoria, Auditoria baseada em riscos","auditoria interna - Auditor interno, Mandato da auditoria interna, Auditoria de gestão, Auditoria externa, Controle interno, Auditoria contábil, Programa de auditoria, Auditoria baseada em riscos"
21,fracionamento de despesas,search log,fracionamento de despesas - Fracionamento da despesa,"fracionamento de despesas - Fracionamento da despesa, Parcelamento do objeto","fracionamento de despesas - Fracionamento da despesa, Parcelamento do objeto, Subtração","fracionamento de despesas - Fracionamento da despesa, Parcelamento do objeto, Subtração, Despesa","fracionamento de despesas - Fracionamento da despesa, Parcelamento do objeto, Subtração, Despesa, Redução","fracionamento de despesas - Fracionamento da despesa, Parcelamento do objeto, Subtração, Despesa, Redução, Custo","fracionamento de despesas - Fracionamento da despesa, Parcelamento do objeto, Subtração, Despesa, Redução, Custo, Despesa de custeio","fracionamento de despesas - Fracionamento da despesa, Parcelamento do objeto, Subtração, Despesa, Redução, Custo, Despesa de custeio, Gastos discricionários","fracionamento de despesas - Fracionamento da despesa, Parcelamento do objeto, Subtração, Despesa, Redução, Custo, Despesa de custeio, Gastos discricionários, Despesa especial","fracionamento de despesas - Fracionamento da despesa, Parcelamento do objeto, Subtração, Despesa, Redução, Custo, Despesa de custeio, Gastos discricionários, Despesa especial"
22,novo e improrrogável prazo,search log,novo e improrrogável prazo - Prorrogação de contrato,"novo e improrrogável prazo - Prorrogação de contrato, Termo inicial","novo e improrrogável prazo - Prorrogação de contrato, Termo inicial, Tempestividade","novo e improrrogável prazo - Prorrogação de contrato, Termo inicial, Tempestividade, Apelação","novo e improrrogável prazo - Prorrogação de contrato, Termo inicial, Tempestividade, Apelação, Trânsito em julgado","novo e improrrogável prazo - Prorrogação de contrato, Termo inicial, Tempestividade, Apelação, Trânsito em julgado, Documento novo","novo e improrrogável prazo - Prorrogação de contrato, Termo inicial, Tempestividade, Apelação, Trânsito em julgado, Documento novo, Serviços não contínuos","novo e improrrogável prazo - Prorrogação de contrato, Termo inicial, Tempestividade, Apelação, Trânsito em julgado, Documento novo, Serviços não contínuos, Decisão preliminar","novo e improrrogável prazo - Prorrogação de contrato, Termo inicial, Tempestividade, Apelação, Trânsito em julgado, Documento novo, Serviços não contínuos, Decisão preliminar, Caducidade","novo e improrrogável prazo - Prorrogação de contrato, Termo inicial, Tempestividade, Apelação, Trânsito em julgado, Documento novo, Serviços não contínuos, Decisão preliminar, Caducidade"
23,inidoneidade de licitante,search log,inidoneidade de licitante - Declaração de inidoneidade,"inidoneidade de licitante - Declaração de inidoneidade, Proposta","inidoneidade de licitante - Declaração de inidoneidade, Proposta, Multa","inidoneidade de licitante - Declaração de inidoneidade, Proposta, Multa, Declaração","inidoneidade de licitante - Declaração de inidoneidade, Proposta, Multa, Declaração, Habilitação de licitante","inidoneidade de licitante - Declaração de inidoneidade, Proposta, Multa, Declaração, Habilitação de licitante, Proposta de preço","inidoneidade de licitante - Declaração de inidoneidade, Proposta, Multa, Declaração, Habilitação de licitante, Proposta de preço, Idoneidade","inidoneidade de licitante - Declaração de inidoneidade, Proposta, Multa, Declaração, Habilitação de licitante, Proposta de preço, Idoneidade, Licitante vencedor","inidoneidade de licitante - Declaração de inidoneidade, Proposta, Multa, Declaração, Habilitação de licitante, Proposta de preço, Idoneidade, Licitante vencedor","inidoneidade de licitante - Declaração de inidoneidade, Proposta, Multa, Declaração, Habilitação de licitante, Proposta de preço, Idoneidade, Licitante vencedor"
24,licitações e contratos,search log,licitações e contratos - Licitação,"licitações e contratos - Licitação, Contratações públicas","licitações e contratos - Licitação, Contratações públicas, Lei de Licitações e Contratos","licitações e contratos - Licitação, Contratações públicas, Lei de Licitações e Contratos, Contrato administrativo","licitações e contratos - Licitação, Contratações públicas, Lei de Licitações e Contratos, Contrato administrativo, Contrato","licitações e contratos - Licitação, Contratações públicas, Lei de Licitações e Contratos, Contrato administrativo, Contrato, Garantia contratual","licitações e contratos - Licitação, Contratações públicas, Lei de Licitações e Contratos, Contrato administrativo, Contrato, Garantia contratual, Formalização do contrato","licitações e contratos - Licitação, Contratações públicas, Lei de Licitações e Contratos, Contrato administrativo, Contrato, Garantia contratual, Formalização do contrato, Edital de licitação","licitações e contratos - Licitação, Contratações públicas, Lei de Licitações e Contratos, Contrato administrativo, Contrato, Garantia contratual, Formalização do contrato, Edital de licitação, Licitante","licitações e contratos - Licitação, Contratações públicas, Lei de Licitações e Contratos, Contrato administrativo, Contrato, Garantia contratual, Formalização do contrato, Edital de licitação, Licitante, RDC"
25,exigência de atestado de capacidade,search log,exigência de atestado de capacidade - Atestado de capacidade técnica,"exigência de atestado de capacidade - Atestado de capacidade técnica, Capacidade de atendimento","exigência de atestado de capacidade - Atestado de capacidade técnica, Capacidade de atendimento, Capacidade laboral","exigência de atestado de capacidade - Atestado de capacidade técnica, Capacidade de atendimento, Capacidade laboral, Capacidade processual","exigência de atestado de capacidade - Atestado de capacidade técnica, Capacidade de atendimento, Capacidade laboral, Capacidade processual, Requisito","exigência de atestado de capacidade - Atestado de capacidade técnica, Capacidade de atendimento, Capacidade laboral, Capacidade processual, Requisito, Qualificação técnica","exigência de atestado de capacidade - Atestado de capacidade técnica, Capacidade de atendimento, Capacidade laboral, Capacidade processual, Requisito, Qualificação técnica, Certidão","exigência de atestado de capacidade - Atestado de capacidade técnica, Capacidade de atendimento, Capacidade laboral, Capacidade processual, Requisito, Qualificação técnica, Certidão, Atestação","exigência de atestado de capacidade - Atestado de capacidade técnica, Capacidade de atendimento, Capacidade laboral, Capacidade processual, Requisito, Qualificação técnica, Certidão, Atestação","exigência de atestado de capacidade - Atestado de capacidade técnica, Capacidade de atendimento, Capacidade laboral, Capacidade processual, Requisito, Qualificação técnica, Certidão, Atestação"
