ID,TEXT,SOURCE,1,2,3,4,5,6,7,8,9,10
11,bens e serviços comuns,search log,bens e serviços comuns - Serviços comuns de engenharia,"bens e serviços comuns - Serviços comuns de engenharia, Bens e serviços de informática","bens e serviços comuns - Serviços comuns de engenharia, Bens e serviços de informática, Bens de consumo","bens e serviços comuns - Serviços comuns de engenharia, Bens e serviços de informática, Bens de consumo, Serviços especiais de engenharia","bens e serviços comuns - Serviços comuns de engenharia, Bens e serviços de informática, Bens de consumo, Serviços especiais de engenharia, Obras e serviços de engenharia","bens e serviços comuns - Serviços comuns de engenharia, Bens e serviços de informática, Bens de consumo, Serviços especiais de engenharia, Obras e serviços de engenharia, Contratações públicas","bens e serviços comuns - Serviços comuns de engenharia, Bens e serviços de informática, Bens de consumo, Serviços especiais de engenharia, Obras e serviços de engenharia, Contratações públicas","bens e serviços comuns - Serviços comuns de engenharia, Bens e serviços de informática, Bens de consumo, Serviços especiais de engenharia, Obras e serviços de engenharia, Contratações públicas","bens e serviços comuns - Serviços comuns de engenharia, Bens e serviços de informática, Bens de consumo, Serviços especiais de engenharia, Obras e serviços de engenharia, Contratações públicas","bens e serviços comuns - Serviços comuns de engenharia, Bens e serviços de informática, Bens de consumo, Serviços especiais de engenharia, Obras e serviços de engenharia, Contratações públicas"
12,parcelas de maior relevância e valor significativo,search log,parcelas de maior relevância e valor significativo - Parcela de maior relevância,"parcelas de maior relevância e valor significativo - Parcela de maior relevância, Valoração","parcelas de maior relevância e valor significativo - Parcela de maior relevância, Valoração, Validade","parcelas de maior relevância e valor significativo - Parcela de maior relevância, Valoração, Validade, Valor jurídico","parcelas de maior relevância e valor significativo - Parcela de maior relevância, Valoração, Validade, Valor jurídico, Licitação de maior lance ou oferta","parcelas de maior relevância e valor significativo - Parcela de maior relevância, Valoração, Validade, Valor jurídico, Licitação de maior lance ou oferta, Valor da causa","parcelas de maior relevância e valor significativo - Parcela de maior relevância, Valoração, Validade, Valor jurídico, Licitação de maior lance ou oferta, Valor da causa, Valor público","parcelas de maior relevância e valor significativo - Parcela de maior relevância, Valoração, Validade, Valor jurídico, Licitação de maior lance ou oferta, Valor da causa, Valor público, Risco significativo","parcelas de maior relevância e valor significativo - Parcela de maior relevância, Valoração, Validade, Valor jurídico, Licitação de maior lance ou oferta, Valor da causa, Valor público, Risco significativo","parcelas de maior relevância e valor significativo - Parcela de maior relevância, Valoração, Validade, Valor jurídico, Licitação de maior lance ou oferta, Valor da causa, Valor público, Risco significativo"
13,despesa sem cobertura contratual,search log,despesa sem cobertura contratual - Gestão contratual,"despesa sem cobertura contratual - Gestão contratual, Despesa sem prévio empenho","despesa sem cobertura contratual - Gestão contratual, Despesa sem prévio empenho, Rescisão contratual","despesa sem cobertura contratual - Gestão contratual, Despesa sem prévio empenho, Rescisão contratual, Garantia contratual","despesa sem cobertura contratual - Gestão contratual, Despesa sem prévio empenho, Rescisão contratual, Garantia contratual, Despesa de custeio","despesa sem cobertura contratual - Gestão contratual, Despesa sem prévio empenho, Rescisão contratual, Garantia contratual, Despesa de custeio, Despesa com pessoal","despesa sem cobertura contratual - Gestão contratual, Despesa sem prévio empenho, Rescisão contratual, Garantia contratual, Despesa de custeio, Despesa com pessoal, Despesa sigilosa","despesa sem cobertura contratual - Gestão contratual, Despesa sem prévio empenho, Rescisão contratual, Garantia contratual, Despesa de custeio, Despesa com pessoal, Despesa sigilosa, Despesa de capital","despesa sem cobertura contratual - Gestão contratual, Despesa sem prévio empenho, Rescisão contratual, Garantia contratual, Despesa de custeio, Despesa com pessoal, Despesa sigilosa, Despesa de capital, Passivo financeiro","despesa sem cobertura contratual - Gestão contratual, Despesa sem prévio empenho, Rescisão contratual, Garantia contratual, Despesa de custeio, Despesa com pessoal, Despesa sigilosa, Despesa de capital, Passivo financeiro"
14,decreto-lei 4.657/1942,search log,decreto-lei 4.657/1942 - Legislação,"decreto-lei 4.657/1942 - Legislação, Decreto","decreto-lei 4.657/1942 - Legislação, Decreto, Lei de Introdução às Normas do Direito Brasileiro","decreto-lei 4.657/1942 - Legislação, Decreto, Lei de Introdução às Normas do Direito Brasileiro, Lei de Acesso à Informação","decreto-lei 4.657/1942 - Legislação, Decreto, Lei de Introdução às Normas do Direito Brasileiro, Lei de Acesso à Informação, Delegação de competência","decreto-lei 4.657/1942 - Legislação, Decreto, Lei de Introdução às Normas do Direito Brasileiro, Lei de Acesso à Informação, Delegação de competência, Empresa de trabalho temporário","decreto-lei 4.657/1942 - Legislação, Decreto, Lei de Introdução às Normas do Direito Brasileiro, Lei de Acesso à Informação, Delegação de competência, Empresa de trabalho temporário, Empenho prévio","decreto-lei 4.657/1942 - Legislação, Decreto, Lei de Introdução às Normas do Direito Brasileiro, Lei de Acesso à Informação, Delegação de competência, Empresa de trabalho temporário, Empenho prévio, Emprego irregular de verbas públicas","decreto-lei 4.657/1942 - Legislação, Decreto, Lei de Introdução às Normas do Direito Brasileiro, Lei de Acesso à Informação, Delegação de competência, Empresa de trabalho temporário, Empenho prévio, Emprego irregular de verbas públicas, As Built","decreto-lei 4.657/1942 - Legislação, Decreto, Lei de Introdução às Normas do Direito Brasileiro, Lei de Acesso à Informação, Delegação de competência, Empresa de trabalho temporário, Empenho prévio, Emprego irregular de verbas públicas, As Built, Fundo Nacional de Saúde"
15,contas e materialidade,search log,contas e materialidade - Materialidade específica,"contas e materialidade - Materialidade específica, Contabilização","contas e materialidade - Materialidade específica, Contabilização, Materialidade global","contas e materialidade - Materialidade específica, Contabilização, Materialidade global, Julgamento de contas","contas e materialidade - Materialidade específica, Contabilização, Materialidade global, Julgamento de contas, Materialidade para execução da auditoria","contas e materialidade - Materialidade específica, Contabilização, Materialidade global, Julgamento de contas, Materialidade para execução da auditoria, Instrumento financeiro","contas e materialidade - Materialidade específica, Contabilização, Materialidade global, Julgamento de contas, Materialidade para execução da auditoria, Instrumento financeiro, Contas do governo","contas e materialidade - Materialidade específica, Contabilização, Materialidade global, Julgamento de contas, Materialidade para execução da auditoria, Instrumento financeiro, Contas do governo, Conta contábil","contas e materialidade - Materialidade específica, Contabilização, Materialidade global, Julgamento de contas, Materialidade para execução da auditoria, Instrumento financeiro, Contas do governo, Conta contábil","contas e materialidade - Materialidade específica, Contabilização, Materialidade global, Julgamento de contas, Materialidade para execução da auditoria, Instrumento financeiro, Contas do governo, Conta contábil"
16,inexequibilidade e comprovação,search log,inexequibilidade e comprovação - Descumprimento,"inexequibilidade e comprovação - Descumprimento, Inexecução das obrigações","inexequibilidade e comprovação - Descumprimento, Inexecução das obrigações, Certidão negativa","inexequibilidade e comprovação - Descumprimento, Inexecução das obrigações, Certidão negativa, Caducidade","inexequibilidade e comprovação - Descumprimento, Inexecução das obrigações, Certidão negativa, Caducidade, Concurso público de provas e títulos","inexequibilidade e comprovação - Descumprimento, Inexecução das obrigações, Certidão negativa, Caducidade, Concurso público de provas e títulos, Certificação profissional","inexequibilidade e comprovação - Descumprimento, Inexecução das obrigações, Certidão negativa, Caducidade, Concurso público de provas e títulos, Certificação profissional, Reconhecimento de firma","inexequibilidade e comprovação - Descumprimento, Inexecução das obrigações, Certidão negativa, Caducidade, Concurso público de provas e títulos, Certificação profissional, Reconhecimento de firma, Licença por motivo de doença em pessoa da família","inexequibilidade e comprovação - Descumprimento, Inexecução das obrigações, Certidão negativa, Caducidade, Concurso público de provas e títulos, Certificação profissional, Reconhecimento de firma, Licença por motivo de doença em pessoa da família","inexequibilidade e comprovação - Descumprimento, Inexecução das obrigações, Certidão negativa, Caducidade, Concurso público de provas e títulos, Certificação profissional, Reconhecimento de firma, Licença por motivo de doença em pessoa da família"
17,impedimento de licitar e contratar,search log,impedimento de licitar e contratar - Contratação temporária,"impedimento de licitar e contratar - Contratação temporária, Inexigibilidade de licitação","impedimento de licitar e contratar - Contratação temporária, Inexigibilidade de licitação, Suspensão temporária","impedimento de licitar e contratar - Contratação temporária, Inexigibilidade de licitação, Suspensão temporária, Concessão em caráter precário","impedimento de licitar e contratar - Contratação temporária, Inexigibilidade de licitação, Suspensão temporária, Concessão em caráter precário, Termo de contrato","impedimento de licitar e contratar - Contratação temporária, Inexigibilidade de licitação, Suspensão temporária, Concessão em caráter precário, Termo de contrato, Inidoneidade","impedimento de licitar e contratar - Contratação temporária, Inexigibilidade de licitação, Suspensão temporária, Concessão em caráter precário, Termo de contrato, Inidoneidade, Bens e serviços de informática","impedimento de licitar e contratar - Contratação temporária, Inexigibilidade de licitação, Suspensão temporária, Concessão em caráter precário, Termo de contrato, Inidoneidade, Bens e serviços de informática, Contrato de trabalho por prazo determinado","impedimento de licitar e contratar - Contratação temporária, Inexigibilidade de licitação, Suspensão temporária, Concessão em caráter precário, Termo de contrato, Inidoneidade, Bens e serviços de informática, Contrato de trabalho por prazo determinado, Contratação em mercados fluidos","impedimento de licitar e contratar - Contratação temporária, Inexigibilidade de licitação, Suspensão temporária, Concessão em caráter precário, Termo de contrato, Inidoneidade, Bens e serviços de informática, Contrato de trabalho por prazo determinado, Contratação em mercados fluidos"
18,aditivo e obra,search log,aditivo e obra - Aplicação,"aditivo e obra - Aplicação, Termo aditivo","aditivo e obra - Aplicação, Termo aditivo, Enquadramento","aditivo e obra - Aplicação, Termo aditivo, Enquadramento, Atualização","aditivo e obra - Aplicação, Termo aditivo, Enquadramento, Atualização, Reprovabilidade","aditivo e obra - Aplicação, Termo aditivo, Enquadramento, Atualização, Reprovabilidade, Adiantamento","aditivo e obra - Aplicação, Termo aditivo, Enquadramento, Atualização, Reprovabilidade, Adiantamento, Detalhamento","aditivo e obra - Aplicação, Termo aditivo, Enquadramento, Atualização, Reprovabilidade, Adiantamento, Detalhamento, Emenda aditiva","aditivo e obra - Aplicação, Termo aditivo, Enquadramento, Atualização, Reprovabilidade, Adiantamento, Detalhamento, Emenda aditiva, Anexo","aditivo e obra - Aplicação, Termo aditivo, Enquadramento, Atualização, Reprovabilidade, Adiantamento, Detalhamento, Emenda aditiva, Anexo"
19,fraude a licitacao,search log,fraude a licitacao - Fraude contábil,"fraude a licitacao - Fraude contábil, Coelho","fraude a licitacao - Fraude contábil, Coelho, Fraude fiscal","fraude a licitacao - Fraude contábil, Coelho, Fraude fiscal, Fraude processual","fraude a licitacao - Fraude contábil, Coelho, Fraude fiscal, Fraude processual, Vício","fraude a licitacao - Fraude contábil, Coelho, Fraude fiscal, Fraude processual, Vício, Conluio","fraude a licitacao - Fraude contábil, Coelho, Fraude fiscal, Fraude processual, Vício, Conluio, Verba ilegal","fraude a licitacao - Fraude contábil, Coelho, Fraude fiscal, Fraude processual, Vício, Conluio, Verba ilegal, Distorção","fraude a licitacao - Fraude contábil, Coelho, Fraude fiscal, Fraude processual, Vício, Conluio, Verba ilegal, Distorção, Crime contra a ordem tributária","fraude a licitacao - Fraude contábil, Coelho, Fraude fiscal, Fraude processual, Vício, Conluio, Verba ilegal, Distorção, Crime contra a ordem tributária"
20,auditoria interna,search log,auditoria interna - Auditor interno,"auditoria interna - Auditor interno, Auditoria de gestão","auditoria interna - Auditor interno, Auditoria de gestão, Auditoria baseada em riscos","auditoria interna - Auditor interno, Auditoria de gestão, Auditoria baseada em riscos, Auditoria externa","auditoria interna - Auditor interno, Auditoria de gestão, Auditoria baseada em riscos, Auditoria externa, Mandato da auditoria interna","auditoria interna - Auditor interno, Auditoria de gestão, Auditoria baseada em riscos, Auditoria externa, Mandato da auditoria interna, Auditoria contábil","auditoria interna - Auditor interno, Auditoria de gestão, Auditoria baseada em riscos, Auditoria externa, Mandato da auditoria interna, Auditoria contábil, Competência interna","auditoria interna - Auditor interno, Auditoria de gestão, Auditoria baseada em riscos, Auditoria externa, Mandato da auditoria interna, Auditoria contábil, Competência interna, Auditoria operacional","auditoria interna - Auditor interno, Auditoria de gestão, Auditoria baseada em riscos, Auditoria externa, Mandato da auditoria interna, Auditoria contábil, Competência interna, Auditoria operacional","auditoria interna - Auditor interno, Auditoria de gestão, Auditoria baseada em riscos, Auditoria externa, Mandato da auditoria interna, Auditoria contábil, Competência interna, Auditoria operacional"
21,fracionamento de despesas,search log,fracionamento de despesas - Fracionamento da despesa,"fracionamento de despesas - Fracionamento da despesa, Subtração","fracionamento de despesas - Fracionamento da despesa, Subtração, Redução","fracionamento de despesas - Fracionamento da despesa, Subtração, Redução, Despesa","fracionamento de despesas - Fracionamento da despesa, Subtração, Redução, Despesa, Despesa de custeio","fracionamento de despesas - Fracionamento da despesa, Subtração, Redução, Despesa, Despesa de custeio, Despesa empenhada","fracionamento de despesas - Fracionamento da despesa, Subtração, Redução, Despesa, Despesa de custeio, Despesa empenhada, Despesa corrente","fracionamento de despesas - Fracionamento da despesa, Subtração, Redução, Despesa, Despesa de custeio, Despesa empenhada, Despesa corrente, Desconto","fracionamento de despesas - Fracionamento da despesa, Subtração, Redução, Despesa, Despesa de custeio, Despesa empenhada, Despesa corrente, Desconto, Despesa especial","fracionamento de despesas - Fracionamento da despesa, Subtração, Redução, Despesa, Despesa de custeio, Despesa empenhada, Despesa corrente, Desconto, Despesa especial"
22,novo e improrrogável prazo,search log,novo e improrrogável prazo - Fato novo,"novo e improrrogável prazo - Fato novo, Serviço novo","novo e improrrogável prazo - Fato novo, Serviço novo, Documento novo","novo e improrrogável prazo - Fato novo, Serviço novo, Documento novo, Produto tecnologicamente novo","novo e improrrogável prazo - Fato novo, Serviço novo, Documento novo, Produto tecnologicamente novo, Termo inicial","novo e improrrogável prazo - Fato novo, Serviço novo, Documento novo, Produto tecnologicamente novo, Termo inicial, Novo regime fiscal","novo e improrrogável prazo - Fato novo, Serviço novo, Documento novo, Produto tecnologicamente novo, Termo inicial, Novo regime fiscal, Tempestividade","novo e improrrogável prazo - Fato novo, Serviço novo, Documento novo, Produto tecnologicamente novo, Termo inicial, Novo regime fiscal, Tempestividade, Tempo de inatividade","novo e improrrogável prazo - Fato novo, Serviço novo, Documento novo, Produto tecnologicamente novo, Termo inicial, Novo regime fiscal, Tempestividade, Tempo de inatividade, Título de médio prazo","novo e improrrogável prazo - Fato novo, Serviço novo, Documento novo, Produto tecnologicamente novo, Termo inicial, Novo regime fiscal, Tempestividade, Tempo de inatividade, Título de médio prazo"
23,inidoneidade de licitante,search log,inidoneidade de licitante - Habilitação de licitante,"inidoneidade de licitante - Habilitação de licitante, Declaração de inidoneidade","inidoneidade de licitante - Habilitação de licitante, Declaração de inidoneidade, Idoneidade","inidoneidade de licitante - Habilitação de licitante, Declaração de inidoneidade, Idoneidade, Inaplicabilidade de licitação","inidoneidade de licitante - Habilitação de licitante, Declaração de inidoneidade, Idoneidade, Inaplicabilidade de licitação, Inexigibilidade de licitação","inidoneidade de licitante - Habilitação de licitante, Declaração de inidoneidade, Idoneidade, Inaplicabilidade de licitação, Inexigibilidade de licitação, Cadastro de Empresas Inidôneas e Suspensas","inidoneidade de licitante - Habilitação de licitante, Declaração de inidoneidade, Idoneidade, Inaplicabilidade de licitação, Inexigibilidade de licitação, Cadastro de Empresas Inidôneas e Suspensas, Inelegibilidade","inidoneidade de licitante - Habilitação de licitante, Declaração de inidoneidade, Idoneidade, Inaplicabilidade de licitação, Inexigibilidade de licitação, Cadastro de Empresas Inidôneas e Suspensas, Inelegibilidade, Proposta","inidoneidade de licitante - Habilitação de licitante, Declaração de inidoneidade, Idoneidade, Inaplicabilidade de licitação, Inexigibilidade de licitação, Cadastro de Empresas Inidôneas e Suspensas, Inelegibilidade, Proposta","inidoneidade de licitante - Habilitação de licitante, Declaração de inidoneidade, Idoneidade, Inaplicabilidade de licitação, Inexigibilidade de licitação, Cadastro de Empresas Inidôneas e Suspensas, Inelegibilidade, Proposta"
24,licitações e contratos,search log,licitações e contratos - Contrato,"licitações e contratos - Contrato, Contratações públicas","licitações e contratos - Contrato, Contratações públicas, Lei de Licitações e Contratos","licitações e contratos - Contrato, Contratações públicas, Lei de Licitações e Contratos, Contrato administrativo","licitações e contratos - Contrato, Contratações públicas, Lei de Licitações e Contratos, Contrato administrativo, Proposta técnica","licitações e contratos - Contrato, Contratações públicas, Lei de Licitações e Contratos, Contrato administrativo, Proposta técnica, Licitação","licitações e contratos - Contrato, Contratações públicas, Lei de Licitações e Contratos, Contrato administrativo, Proposta técnica, Licitação, Termo de contrato","licitações e contratos - Contrato, Contratações públicas, Lei de Licitações e Contratos, Contrato administrativo, Proposta técnica, Licitação, Termo de contrato, Gestão contratual","licitações e contratos - Contrato, Contratações públicas, Lei de Licitações e Contratos, Contrato administrativo, Proposta técnica, Licitação, Termo de contrato, Gestão contratual, Contratação em mercados fluidos","licitações e contratos - Contrato, Contratações públicas, Lei de Licitações e Contratos, Contrato administrativo, Proposta técnica, Licitação, Termo de contrato, Gestão contratual, Contratação em mercados fluidos, Licitação de maior lance ou oferta"
