QUERY_ID,RANK,DOC_ID,ENGINE
2,34,52185,SentenceTransformerS
2,35,27891,SentenceTransformerS
2,36,17335,SentenceTransformerS
2,37,18404,SentenceTransformerS
2,38,32865,SentenceTransformerS
2,39,35306,SentenceTransformerS
2,40,31926,SentenceTransformerS
2,41,17813,SentenceTransformerS
2,42,105449,SentenceTransformerS
2,43,19334,SentenceTransformerS
2,44,42266,SentenceTransformerS
2,45,14882,SentenceTransformerS
2,46,19641,SentenceTransformerS
2,47,15394,SentenceTransformerS
2,48,33712,SentenceTransformerS
2,49,19310,SentenceTransformerS
2,50,35421,SentenceTransformerS
2,51,19636,SentenceTransformerS
2,52,19340,SentenceTransformerS
2,53,22900,SentenceTransformerS
2,54,16116,SentenceTransformerS
2,55,144003,SentenceTransformerS
2,56,58991,SentenceTransformerS
2,57,29924,SentenceTransformerS
2,58,19750,SentenceTransformerS
2,59,70946,SentenceTransformerS
2,60,49862,SentenceTransformerS
2,61,92375,SentenceTransformerS
2,62,65037,SentenceTransformerS
2,63,15006,SentenceTransformerS
2,64,12237,SentenceTransformerS
2,65,13634,SentenceTransformerS
2,66,28439,SentenceTransformerS
2,67,22999,SentenceTransformerS
2,68,13116,SentenceTransformerS
2,69,32414,SentenceTransformerS
2,70,19436,SentenceTransformerS
2,71,1400,SentenceTransformerS
2,72,88254,SentenceTransformerS
2,73,39929,SentenceTransformerS
2,74,111807,SentenceTransformerS
2,75,16094,SentenceTransformerS
2,76,29654,SentenceTransformerS
2,77,29939,SentenceTransformerS
2,78,35053,SentenceTransformerS
2,79,29923,SentenceTransformerS
2,80,32555,SentenceTransformerS
2,81,32577,SentenceTransformerS
2,82,32578,SentenceTransformerS
2,83,91595,SentenceTransformerS
2,84,110262,SentenceTransformerS
2,85,31125,SentenceTransformerS
2,86,57067,SentenceTransformerS
2,87,140499,SentenceTransformerS
2,88,18073,SentenceTransformerS
2,89,35352,SentenceTransformerS
2,90,34278,SentenceTransformerS
2,91,32415,SentenceTransformerS
2,92,9651,SentenceTransformerS
2,93,19773,SentenceTransformerS
2,94,35353,SentenceTransformerS
2,95,29938,SentenceTransformerS
2,96,24267,SentenceTransformerS
2,97,31291,SentenceTransformerS
2,98,31942,SentenceTransformerS
2,99,19736,SentenceTransformerS
2,100,15416,SentenceTransformerS
2,101,114304,SentenceTransformerS
2,102,54303,SentenceTransformerS
2,103,32881,SentenceTransformerS
2,104,21240,SentenceTransformerS
2,105,18072,SentenceTransformerS
2,106,35507,SentenceTransformerS
2,107,49529,SentenceTransformerS
2,108,23103,SentenceTransformerS
2,109,29193,SentenceTransformerS
2,110,31293,SentenceTransformerS
2,111,29553,SentenceTransformerS
2,112,37220,SentenceTransformerS
2,113,31099,SentenceTransformerS
2,114,19688,SentenceTransformerS
2,115,27000,SentenceTransformerS
2,116,27088,SentenceTransformerS
2,117,126287,SentenceTransformerS
2,118,15075,SentenceTransformerS
2,119,23972,SentenceTransformerS
2,120,28281,SentenceTransformerS
2,121,35004,SentenceTransformerS
2,122,35005,SentenceTransformerS
2,123,35006,SentenceTransformerS
2,124,34913,SentenceTransformerS
2,125,18950,SentenceTransformerS
2,126,38634,SentenceTransformerS
2,127,15015,SentenceTransformerS
2,128,51356,SentenceTransformerS
2,129,138506,SentenceTransformerS
2,130,18384,SentenceTransformerS
2,131,101909,SentenceTransformerS
2,132,15395,SentenceTransformerS
2,133,18385,SentenceTransformerS
2,134,18397,SentenceTransformerS
2,135,14987,SentenceTransformerS
2,136,25929,SentenceTransformerS
2,137,6301,SentenceTransformerS
2,138,32421,SentenceTransformerS
2,139,57366,SentenceTransformerS
2,140,35472,SentenceTransformerS
2,141,31224,SentenceTransformerS
2,142,36338,SentenceTransformerS
2,143,28082,SentenceTransformerS
2,144,34080,SentenceTransformerS
2,145,32658,SentenceTransformerS
2,146,13547,SentenceTransformerS
2,147,22174,SentenceTransformerS
2,148,120425,SentenceTransformerS
2,149,29565,SentenceTransformerS
2,150,80404,SentenceTransformerS
2,151,62921,SentenceTransformerS
2,152,29990,SentenceTransformerS
2,153,43510,SentenceTransformerS
2,154,69029,SentenceTransformerS
2,155,14992,SentenceTransformerS
2,156,9527,SentenceTransformerS
2,157,32464,SentenceTransformerS
2,158,19686,SentenceTransformerS
2,159,32497,SentenceTransformerS
2,160,15087,SentenceTransformerS
2,161,33761,SentenceTransformerS
2,162,81800,SentenceTransformerS
2,163,23140,SentenceTransformerS
2,164,35420,SentenceTransformerS
2,165,19756,SentenceTransformerS
2,166,34714,SentenceTransformerS
2,167,19709,SentenceTransformerS
2,168,34904,SentenceTransformerS
2,169,12529,SentenceTransformerS
2,170,132860,SentenceTransformerS
2,171,18089,SentenceTransformerS
2,172,1939,SentenceTransformerS
2,173,123867,SentenceTransformerS
2,174,11652,SentenceTransformerS
2,175,35826,SentenceTransformerS
2,176,35404,SentenceTransformerS
2,177,86164,SentenceTransformerS
2,178,61090,SentenceTransformerS
2,179,70027,SentenceTransformerS
2,180,35475,SentenceTransformerS
2,181,32650,SentenceTransformerS
2,182,35489,SentenceTransformerS
2,183,16294,SentenceTransformerS
2,184,5593,SentenceTransformerS
2,185,34804,SentenceTransformerS
2,186,6151,SentenceTransformerS
2,187,19670,SentenceTransformerS
2,188,15003,SentenceTransformerS
2,189,32477,SentenceTransformerS
2,190,44404,SentenceTransformerS
2,191,44855,SentenceTransformerS
2,192,1377,SentenceTransformerS
2,193,29651,SentenceTransformerS
2,194,115116,SentenceTransformerS
2,195,75455,SentenceTransformerS
2,196,94352,SentenceTransformerS
2,197,14405,SentenceTransformerS
2,198,15406,SentenceTransformerS
2,199,31231,SentenceTransformerS
2,200,15399,SentenceTransformerS
2,201,22915,SentenceTransformerS
2,202,18109,SentenceTransformerS
2,203,23001,SentenceTransformerS
2,204,936,SentenceTransformerS
2,205,31286,SentenceTransformerS
2,206,16115,SentenceTransformerS
2,207,32316,SentenceTransformerS
2,208,32455,SentenceTransformerS
2,209,33735,SentenceTransformerS
2,210,15794,SentenceTransformerS
2,211,19662,SentenceTransformerS
2,212,18082,SentenceTransformerS
2,213,51622,SentenceTransformerS
2,214,33186,SentenceTransformerS
2,215,22955,SentenceTransformerS
2,216,17220,SentenceTransformerS
2,217,28869,SentenceTransformerS
2,218,21884,SentenceTransformerS
2,219,32121,SentenceTransformerS
2,220,14063,SentenceTransformerS
2,221,35637,SentenceTransformerS
2,222,31220,SentenceTransformerS
2,223,100124,SentenceTransformerS
2,224,51616,SentenceTransformerS
2,225,121079,SentenceTransformerS
2,226,67664,SentenceTransformerS
2,227,148632,SentenceTransformerS
2,228,30997,SentenceTransformerS
2,229,56015,SentenceTransformerS
2,230,111785,SentenceTransformerS
2,231,129479,SentenceTransformerS
2,232,25381,SentenceTransformerS
2,233,77243,SentenceTransformerS
2,234,58977,SentenceTransformerS
2,235,19657,SentenceTransformerS
2,236,33646,SentenceTransformerS
2,237,19631,SentenceTransformerS
2,238,27781,SentenceTransformerS
2,239,15383,SentenceTransformerS
2,240,43025,SentenceTransformerS
2,241,14550,SentenceTransformerS
2,242,43943,SentenceTransformerS
2,243,19451,SentenceTransformerS
2,244,51930,SentenceTransformerS
2,245,34296,SentenceTransformerS
2,246,34743,SentenceTransformerS
2,247,33792,SentenceTransformerS
2,248,18393,SentenceTransformerS
2,249,31144,SentenceTransformerS
2,250,18395,SentenceTransformerS
2,251,18451,SentenceTransformerS
2,252,14734,SentenceTransformerS
2,253,43969,SentenceTransformerS
2,254,32573,SentenceTransformerS
2,255,17258,SentenceTransformerS
2,256,29670,SentenceTransformerS
2,257,25664,SentenceTransformerS
2,258,31366,SentenceTransformerS
2,259,17131,SentenceTransformerS
2,260,32686,SentenceTransformerS
2,261,19664,SentenceTransformerS
2,262,34939,SentenceTransformerS
2,263,58842,SentenceTransformerS
2,264,45898,SentenceTransformerS
2,265,50705,SentenceTransformerS
2,266,73890,SentenceTransformerS
2,267,90138,SentenceTransformerS
2,268,15413,SentenceTransformerS
2,269,29672,SentenceTransformerS
2,270,32574,SentenceTransformerS
2,271,36311,SentenceTransformerS
2,272,32417,SentenceTransformerS
2,273,31941,SentenceTransformerS
2,274,77385,SentenceTransformerS
2,275,58425,SentenceTransformerS
2,276,137777,SentenceTransformerS
2,277,119792,SentenceTransformerS
2,278,15016,SentenceTransformerS
2,279,32465,SentenceTransformerS
2,280,32466,SentenceTransformerS
2,281,231,SentenceTransformerS
2,282,70944,SentenceTransformerS
2,283,15013,SentenceTransformerS
2,284,68288,SentenceTransformerS
2,285,19743,SentenceTransformerS
2,286,31362,SentenceTransformerS
2,287,35078,SentenceTransformerS
2,288,32575,SentenceTransformerS
2,289,66710,SentenceTransformerS
2,290,17544,SentenceTransformerS
2,291,19771,SentenceTransformerS
2,292,32422,SentenceTransformerS
2,293,22974,SentenceTransformerS
2,294,36746,SentenceTransformerS
2,295,21253,SentenceTransformerS
2,296,54098,SentenceTransformerS
2,297,32425,SentenceTransformerS
2,298,88123,SentenceTransformerS
2,299,51996,SentenceTransformerS
2,300,72918,SentenceTransformerS
2,301,15031,SentenceTransformerS
2,302,39627,SentenceTransformerS
2,303,32440,SentenceTransformerS
2,304,19685,SentenceTransformerS
2,305,28083,SentenceTransformerS
2,306,13574,SentenceTransformerS
2,307,16310,SentenceTransformerS
2,308,33786,SentenceTransformerS
2,309,32657,SentenceTransformerS
2,310,1349,SentenceTransformerS
2,311,18388,SentenceTransformerS
2,312,24771,SentenceTransformerS
2,313,19438,SentenceTransformerS
2,314,35236,SentenceTransformerS
2,315,43686,SentenceTransformerS
2,316,19555,SentenceTransformerS
2,317,28068,SentenceTransformerS
2,318,29594,SentenceTransformerS
2,319,47053,SentenceTransformerS
2,320,19770,SentenceTransformerS
