QUERY_ID,DOC_ID,RANK,ENGINE
5,32590,8,TCU_Search
5,21227,9,TCU_Search
5,100548,10,TCU_Search
5,77235,11,TCU_Search
5,21172,12,TCU_Search
5,86727,13,TCU_Search
5,9527,14,TCU_Search
5,18393,15,TCU_Search
5,20523,16,TCU_Search
5,53003,17,TCU_Search
5,16262,18,TCU_Search
5,21793,19,TCU_Search
5,22908,20,TCU_Search
6,34918,1,TCU_Search
6,18286,2,TCU_Search
6,17165,3,TCU_Search
6,17916,4,TCU_Search
6,13109,5,TCU_Search
6,18259,6,TCU_Search
6,25442,7,TCU_Search
6,14527,8,TCU_Search
6,16409,9,TCU_Search
6,17372,10,TCU_Search
6,23050,11,TCU_Search
6,59438,12,TCU_Search
6,17045,13,TCU_Search
6,104234,14,TCU_Search
6,16910,15,TCU_Search
6,22194,16,TCU_Search
6,18291,17,TCU_Search
6,34229,18,TCU_Search
6,8276,19,TCU_Search
6,34943,20,TCU_Search
7,10089,1,TCU_Search
7,17089,2,TCU_Search
7,11611,3,TCU_Search
7,11612,4,TCU_Search
7,104455,5,TCU_Search
7,17022,6,TCU_Search
7,18001,7,TCU_Search
7,18020,8,TCU_Search
7,18936,9,TCU_Search
7,49135,10,TCU_Search
7,17068,11,TCU_Search
7,17204,12,TCU_Search
7,17205,13,TCU_Search
7,17209,14,TCU_Search
7,17206,15,TCU_Search
7,18014,16,TCU_Search
7,134594,17,TCU_Search
7,17207,18,TCU_Search
7,109711,19,TCU_Search
7,67219,20,TCU_Search
8,18827,1,TCU_Search
8,20953,2,TCU_Search
8,20972,3,TCU_Search
8,20974,4,TCU_Search
8,20977,5,TCU_Search
8,189,6,TCU_Search
8,20956,7,TCU_Search
8,20896,8,TCU_Search
8,39215,9,TCU_Search
8,14809,10,TCU_Search
8,54843,11,TCU_Search
8,22191,12,TCU_Search
8,14829,13,TCU_Search
8,39212,14,TCU_Search
8,22173,15,TCU_Search
8,39213,16,TCU_Search
8,54815,17,TCU_Search
8,20915,18,TCU_Search
8,39214,19,TCU_Search
8,79794,20,TCU_Search
9,40473,1,TCU_Search
9,34284,2,TCU_Search
9,86184,3,TCU_Search
9,15409,4,TCU_Search
9,91254,5,TCU_Search
9,53626,6,TCU_Search
9,53417,7,TCU_Search
9,18061,8,TCU_Search
9,28852,9,TCU_Search
9,19335,10,TCU_Search
9,32630,11,TCU_Search
9,18067,12,TCU_Search
9,18903,13,TCU_Search
9,16954,14,TCU_Search
9,18030,15,TCU_Search
9,32644,16,TCU_Search
9,16945,17,TCU_Search
9,43178,18,TCU_Search
9,18943,19,TCU_Search
9,15185,20,TCU_Search
10,19614,1,TCU_Search
10,25478,2,TCU_Search
10,32385,3,TCU_Search
10,14250,4,TCU_Search
10,28521,5,TCU_Search
10,33681,6,TCU_Search
10,59656,7,TCU_Search
10,30893,8,TCU_Search
10,32381,9,TCU_Search
10,30891,10,TCU_Search
10,32379,11,TCU_Search
10,30290,12,TCU_Search
10,30086,13,TCU_Search
10,32384,14,TCU_Search
10,33649,15,TCU_Search
10,30107,16,TCU_Search
10,30310,17,TCU_Search
10,31684,18,TCU_Search
10,30371,19,TCU_Search
10,30890,20,TCU_Search
11,8469,1,TCU_Search
11,39204,2,TCU_Search
11,98914,3,TCU_Search
11,98935,4,TCU_Search
11,34145,5,TCU_Search
11,33939,6,TCU_Search
11,40469,7,TCU_Search
11,18889,8,TCU_Search
11,18275,9,TCU_Search
11,17831,10,TCU_Search
11,18245,11,TCU_Search
11,33914,12,TCU_Search
11,18828,13,TCU_Search
11,18871,14,TCU_Search
11,33912,15,TCU_Search
11,44087,16,TCU_Search
11,33913,17,TCU_Search
11,34112,18,TCU_Search
11,17913,19,TCU_Search
11,17911,20,TCU_Search
12,22780,1,TCU_Search
12,22146,2,TCU_Search
12,22794,3,TCU_Search
12,21901,4,TCU_Search
12,22795,5,TCU_Search
12,22797,6,TCU_Search
12,33953,7,TCU_Search
12,21870,8,TCU_Search
12,21939,9,TCU_Search
12,33077,10,TCU_Search
12,60017,11,TCU_Search
12,15885,12,TCU_Search
12,129357,13,TCU_Search
13,18384,1,TCU_Search
13,17993,2,TCU_Search
13,18950,3,TCU_Search
13,19451,4,TCU_Search
13,17992,5,TCU_Search
13,18060,6,TCU_Search
13,34996,7,TCU_Search
13,18089,8,TCU_Search
14,72433,1,TCU_Search
14,89820,2,TCU_Search
14,148892,3,TCU_Search
14,13141,4,TCU_Search
14,136866,5,TCU_Search
14,70638,6,TCU_Search
14,122137,7,TCU_Search
14,74048,8,TCU_Search
14,127373,9,TCU_Search
14,76604,10,TCU_Search
14,108627,11,TCU_Search
14,133580,12,TCU_Search
14,143862,13,TCU_Search
14,96574,14,TCU_Search
14,77584,15,TCU_Search
14,90030,16,TCU_Search
14,150929,17,TCU_Search
14,95575,18,TCU_Search
14,70807,19,TCU_Search
14,151614,20,TCU_Search
15,80118,1,TCU_Search
15,23058,2,TCU_Search
15,23087,3,TCU_Search
15,104216,4,TCU_Search
15,83955,5,TCU_Search
15,19719,6,TCU_Search
15,61870,7,TCU_Search
15,118423,8,TCU_Search
15,69246,9,TCU_Search
15,68169,10,TCU_Search
15,14408,11,TCU_Search
15,32457,12,TCU_Search
15,19662,13,TCU_Search
15,19670,14,TCU_Search
15,33748,15,TCU_Search
15,31291,16,TCU_Search
15,19663,17,TCU_Search
15,19718,18,TCU_Search
15,23190,19,TCU_Search
15,35441,20,TCU_Search
16,18913,1,TCU_Search
16,15722,2,TCU_Search
16,18316,3,TCU_Search
16,17959,4,TCU_Search
16,57716,5,TCU_Search
16,40621,6,TCU_Search
16,18910,7,TCU_Search
16,33916,8,TCU_Search
16,21224,9,TCU_Search
16,31585,10,TCU_Search
16,18892,11,TCU_Search
16,31583,12,TCU_Search
16,18912,13,TCU_Search
16,31584,14,TCU_Search
16,17390,15,TCU_Search
16,32964,16,TCU_Search
16,21284,17,TCU_Search
16,19404,18,TCU_Search
16,17368,19,TCU_Search
16,17180,20,TCU_Search
17,14890,1,TCU_Search
17,34633,2,TCU_Search
17,16918,3,TCU_Search
17,16319,4,TCU_Search
17,98454,5,TCU_Search
17,68667,6,TCU_Search
17,34770,7,TCU_Search
17,34981,8,TCU_Search
17,38824,9,TCU_Search
17,34777,10,TCU_Search
18,11611,1,TCU_Search
18,17089,2,TCU_Search
18,11612,3,TCU_Search
18,81314,4,TCU_Search
18,81554,5,TCU_Search
18,59317,6,TCU_Search
18,38547,7,TCU_Search
18,17816,8,TCU_Search
18,18904,9,TCU_Search
18,67963,10,TCU_Search
18,42262,11,TCU_Search
18,38548,12,TCU_Search
18,49716,13,TCU_Search
18,18058,14,TCU_Search
18,133729,15,TCU_Search
18,17240,16,TCU_Search
18,17257,17,TCU_Search
18,31120,18,TCU_Search
18,17249,19,TCU_Search
18,32643,20,TCU_Search
19,83961,1,TCU_Search
19,35195,2,TCU_Search
19,16879,3,TCU_Search
19,27842,4,TCU_Search
19,23158,5,TCU_Search
19,18256,6,TCU_Search
19,56336,7,TCU_Search
19,27959,8,TCU_Search
19,15244,9,TCU_Search
19,50130,10,TCU_Search
19,13678,11,TCU_Search
19,58215,12,TCU_Search
19,7618,13,TCU_Search
19,50555,14,TCU_Search
19,34990,15,TCU_Search
19,34971,16,TCU_Search
19,35192,17,TCU_Search
19,28166,18,TCU_Search
19,62197,19,TCU_Search
19,34630,20,TCU_Search
20,115,1,TCU_Search
20,32,2,TCU_Search
20,65,3,TCU_Search
20,50987,4,TCU_Search
20,55315,5,TCU_Search
20,133678,6,TCU_Search
20,28961,7,TCU_Search
20,85524,8,TCU_Search
20,80565,9,TCU_Search
20,12112,10,TCU_Search
21,14829,1,TCU_Search
21,34918,2,TCU_Search
21,33891,3,TCU_Search
21,31640,4,TCU_Search
21,22972,5,TCU_Search
21,21265,6,TCU_Search
21,33033,7,TCU_Search
21,35011,8,TCU_Search
21,21279,9,TCU_Search
21,31621,10,TCU_Search
21,31620,11,TCU_Search
21,31638,12,TCU_Search
21,32884,13,TCU_Search
21,31641,14,TCU_Search
21,31639,15,TCU_Search
21,21277,16,TCU_Search
21,31428,17,TCU_Search
21,19086,18,TCU_Search
21,31618,19,TCU_Search
21,31622,20,TCU_Search
22,22281,1,TCU_Search
22,32840,2,TCU_Search
22,13227,3,TCU_Search
22,41554,4,TCU_Search
22,27143,5,TCU_Search
22,46407,6,TCU_Search
22,15798,7,TCU_Search
22,26515,8,TCU_Search
22,26578,9,TCU_Search
22,69784,10,TCU_Search
22,126741,11,TCU_Search
22,135350,12,TCU_Search
22,109389,13,TCU_Search
22,71067,14,TCU_Search
22,57721,15,TCU_Search
22,8321,16,TCU_Search
22,135358,17,TCU_Search
22,124624,18,TCU_Search
22,76135,19,TCU_Search
22,19754,20,TCU_Search
23,2029,1,TCU_Search
23,75855,2,TCU_Search
23,35484,3,TCU_Search
23,135565,4,TCU_Search
23,34701,5,TCU_Search
23,35195,6,TCU_Search
23,44314,7,TCU_Search
23,44156,8,TCU_Search
23,35541,9,TCU_Search
23,27862,10,TCU_Search
23,12699,11,TCU_Search
23,40145,12,TCU_Search
23,71124,13,TCU_Search
23,8055,14,TCU_Search
23,34989,15,TCU_Search
23,56336,16,TCU_Search
23,28166,17,TCU_Search
23,82555,18,TCU_Search
23,34834,19,TCU_Search
23,34977,20,TCU_Search
24,32904,1,TCU_Search
24,18178,2,TCU_Search
24,15409,3,TCU_Search
24,42635,4,TCU_Search
24,22107,5,TCU_Search
24,39216,6,TCU_Search
24,22173,7,TCU_Search
24,20854,8,TCU_Search
24,37093,9,TCU_Search
24,22191,10,TCU_Search
24,14960,11,TCU_Search
24,108414,12,TCU_Search
24,42800,13,TCU_Search
24,22101,14,TCU_Search
24,17213,15,TCU_Search
24,42798,16,TCU_Search
24,82570,17,TCU_Search
24,34226,18,TCU_Search
24,31097,19,TCU_Search
24,149533,20,TCU_Search
25,9884,1,TCU_Search
25,22154,2,TCU_Search
25,66344,3,TCU_Search
25,26341,4,TCU_Search
25,22150,5,TCU_Search
25,20596,6,TCU_Search
25,25593,7,TCU_Search
25,105994,8,TCU_Search
25,21924,9,TCU_Search
25,34316,10,TCU_Search
25,82565,11,TCU_Search
25,33938,12,TCU_Search
25,22149,13,TCU_Search
25,18291,14,TCU_Search
25,25230,15,TCU_Search
25,102918,16,TCU_Search
25,97634,17,TCU_Search
25,22159,18,TCU_Search
25,22792,19,TCU_Search
25,128212,20,TCU_Search
26,18949,1,TCU_Search
26,85,2,TCU_Search
26,82,3,TCU_Search
26,14253,4,TCU_Search
26,31097,5,TCU_Search
26,33494,6,TCU_Search
26,34284,7,TCU_Search
26,39724,8,TCU_Search
26,39709,9,TCU_Search
26,82570,10,TCU_Search
26,10089,11,TCU_Search
26,11612,12,TCU_Search
26,51816,13,TCU_Search
26,73790,14,TCU_Search
26,34116,15,TCU_Search
26,137717,16,TCU_Search
26,54849,17,TCU_Search
26,91180,18,TCU_Search
26,149840,19,TCU_Search
26,42820,20,TCU_Search
27,18265,1,TCU_Search
27,18819,2,TCU_Search
27,48334,3,TCU_Search
27,16325,4,TCU_Search
27,17882,5,TCU_Search
27,31515,6,TCU_Search
27,18810,7,TCU_Search
27,134867,8,TCU_Search
27,31508,9,TCU_Search
27,32936,10,TCU_Search
27,32935,11,TCU_Search
27,18842,12,TCU_Search
27,18218,13,TCU_Search
27,17146,14,TCU_Search
27,18195,15,TCU_Search
27,18818,16,TCU_Search
27,56477,17,TCU_Search
27,17145,18,TCU_Search
27,18820,19,TCU_Search
27,15256,20,TCU_Search
28,44132,1,TCU_Search
28,82277,2,TCU_Search
28,135549,3,TCU_Search
28,131055,4,TCU_Search
28,80814,5,TCU_Search
28,59938,6,TCU_Search
28,67158,7,TCU_Search
28,28166,8,TCU_Search
29,29646,1,TCU_Search
29,127,2,TCU_Search
29,45350,3,TCU_Search
29,44988,4,TCU_Search
29,23704,5,TCU_Search
29,66290,6,TCU_Search
29,66340,7,TCU_Search
29,20,8,TCU_Search
29,30752,9,TCU_Search
29,44211,10,TCU_Search
29,39240,11,TCU_Search
29,29904,12,TCU_Search
29,25623,13,TCU_Search
29,132082,14,TCU_Search
29,27866,15,TCU_Search
29,14530,16,TCU_Search
29,43342,17,TCU_Search
29,55271,18,TCU_Search
29,140552,19,TCU_Search
29,34021,20,TCU_Search
30,31097,1,TCU_Search
30,39724,2,TCU_Search
30,17213,3,TCU_Search
30,39709,4,TCU_Search
30,17220,5,TCU_Search
30,104561,6,TCU_Search
30,34121,7,TCU_Search
30,129445,8,TCU_Search
30,108431,9,TCU_Search
30,149840,10,TCU_Search
30,18386,11,TCU_Search
30,72433,12,TCU_Search
30,14611,13,TCU_Search
30,28923,14,TCU_Search
30,148773,15,TCU_Search
30,34216,16,TCU_Search
30,81742,17,TCU_Search
30,35041,18,TCU_Search
30,16991,19,TCU_Search
30,79286,20,TCU_Search
31,2078,1,TCU_Search
31,22230,2,TCU_Search
31,22252,3,TCU_Search
31,2807,4,TCU_Search
31,16966,5,TCU_Search
31,74258,6,TCU_Search
31,14869,7,TCU_Search
31,18393,8,TCU_Search
31,50721,9,TCU_Search
31,21240,10,TCU_Search
31,9589,11,TCU_Search
31,9690,12,TCU_Search
31,11638,13,TCU_Search
31,27031,14,TCU_Search
31,31376,15,TCU_Search
31,21228,16,TCU_Search
31,45273,17,TCU_Search
31,105746,18,TCU_Search
31,87939,19,TCU_Search
31,26453,20,TCU_Search
32,34905,1,TCU_Search
32,88354,2,TCU_Search
32,36810,3,TCU_Search
32,637,4,TCU_Search
32,16983,5,TCU_Search
32,57810,6,TCU_Search
33,34116,1,TCU_Search
33,34099,2,TCU_Search
33,42820,3,TCU_Search
33,42821,4,TCU_Search
33,18402,5,TCU_Search
33,31107,6,TCU_Search
33,60811,7,TCU_Search
33,17819,8,TCU_Search
33,100058,9,TCU_Search
33,18079,10,TCU_Search
33,43319,11,TCU_Search
33,17821,12,TCU_Search
33,17820,13,TCU_Search
33,18033,14,TCU_Search
33,18034,15,TCU_Search
33,97730,16,TCU_Search
33,31171,17,TCU_Search
33,31108,18,TCU_Search
33,31104,19,TCU_Search
33,17814,20,TCU_Search
34,20287,1,TCU_Search
34,31776,2,TCU_Search
34,68907,3,TCU_Search
34,31765,4,TCU_Search
34,20318,5,TCU_Search
34,33420,6,TCU_Search
34,31751,7,TCU_Search
34,13183,8,TCU_Search
34,23557,9,TCU_Search
34,23572,10,TCU_Search
34,20317,11,TCU_Search
34,31760,12,TCU_Search
34,33418,13,TCU_Search
34,33421,14,TCU_Search
34,33437,15,TCU_Search
34,33422,16,TCU_Search
34,33423,17,TCU_Search
34,33436,18,TCU_Search
34,33419,19,TCU_Search
34,63393,20,TCU_Search
35,22894,1,TCU_Search
35,23232,2,TCU_Search
35,22909,3,TCU_Search
35,38978,4,TCU_Search
35,22901,5,TCU_Search
35,23000,6,TCU_Search
35,22888,7,TCU_Search
35,43943,8,TCU_Search
35,23168,9,TCU_Search
35,101909,10,TCU_Search
35,35357,11,TCU_Search
35,35540,12,TCU_Search
35,16864,13,TCU_Search
35,32729,14,TCU_Search
35,23082,15,TCU_Search
35,17059,16,TCU_Search
35,14815,17,TCU_Search
35,26237,18,TCU_Search
35,89850,19,TCU_Search
35,113434,20,TCU_Search
36,140,1,TCU_Search
36,127,2,TCU_Search
36,2597,3,TCU_Search
36,78174,4,TCU_Search
36,16937,5,TCU_Search
36,27851,6,TCU_Search
36,92615,7,TCU_Search
36,27848,8,TCU_Search
36,132082,9,TCU_Search
36,28069,10,TCU_Search
36,27897,11,TCU_Search
36,27852,12,TCU_Search
36,27879,13,TCU_Search
36,16881,14,TCU_Search
36,24274,15,TCU_Search
36,27896,16,TCU_Search
36,70993,17,TCU_Search
36,51392,18,TCU_Search
36,27849,19,TCU_Search
36,27866,20,TCU_Search
37,28964,1,TCU_Search
37,34326,2,TCU_Search
37,34343,3,TCU_Search
37,28974,4,TCU_Search
37,28909,5,TCU_Search
37,28975,6,TCU_Search
37,28962,7,TCU_Search
37,29382,8,TCU_Search
37,34261,9,TCU_Search
37,29395,10,TCU_Search
37,29532,11,TCU_Search
37,33957,12,TCU_Search
37,18326,13,TCU_Search
37,18895,14,TCU_Search
37,31370,15,TCU_Search
37,33931,16,TCU_Search
37,28896,17,TCU_Search
37,18137,18,TCU_Search
37,18128,19,TCU_Search
37,29383,20,TCU_Search
38,50096,1,TCU_Search
38,20949,2,TCU_Search
38,34918,3,TCU_Search
38,16980,4,TCU_Search
38,15315,5,TCU_Search
38,15734,6,TCU_Search
38,25909,7,TCU_Search
38,135576,8,TCU_Search
38,151080,9,TCU_Search
38,58024,10,TCU_Search
38,18316,11,TCU_Search
38,31594,12,TCU_Search
38,25635,13,TCU_Search
38,147921,14,TCU_Search
38,15334,15,TCU_Search
38,20622,16,TCU_Search
38,25890,17,TCU_Search
38,32703,18,TCU_Search
38,144308,19,TCU_Search
38,33033,20,TCU_Search
39,12246,1,TCU_Search
39,12080,2,TCU_Search
39,26072,3,TCU_Search
39,16108,4,TCU_Search
39,23128,5,TCU_Search
39,25461,6,TCU_Search
39,84543,7,TCU_Search
39,26236,8,TCU_Search
39,132212,9,TCU_Search
39,88456,10,TCU_Search
39,135343,11,TCU_Search
39,106434,12,TCU_Search
39,41964,13,TCU_Search
39,75139,14,TCU_Search
39,32814,15,TCU_Search
39,17019,16,TCU_Search
39,26065,17,TCU_Search
39,32813,18,TCU_Search
39,26049,19,TCU_Search
39,52066,20,TCU_Search
40,19638,1,TCU_Search
40,61911,2,TCU_Search
40,90274,3,TCU_Search
40,78777,4,TCU_Search
41,32904,1,TCU_Search
41,18178,2,TCU_Search
41,15724,3,TCU_Search
41,58195,4,TCU_Search
41,18835,5,TCU_Search
41,40466,6,TCU_Search
41,34116,7,TCU_Search
41,13113,8,TCU_Search
41,52912,9,TCU_Search
41,16950,10,TCU_Search
41,31586,11,TCU_Search
41,35551,12,TCU_Search
41,34940,13,TCU_Search
41,31122,14,TCU_Search
41,21864,15,TCU_Search
41,62306,16,TCU_Search
41,50537,17,TCU_Search
41,18314,18,TCU_Search
41,75561,19,TCU_Search
41,35550,20,TCU_Search
42,21058,1,TCU_Search
42,21162,2,TCU_Search
42,119633,3,TCU_Search
42,20556,4,TCU_Search
42,17169,5,TCU_Search
42,20835,6,TCU_Search
42,31599,7,TCU_Search
42,21057,8,TCU_Search
42,20855,9,TCU_Search
42,17036,10,TCU_Search
42,21070,11,TCU_Search
42,20597,12,TCU_Search
42,32980,13,TCU_Search
42,20856,14,TCU_Search
42,20537,15,TCU_Search
42,60017,16,TCU_Search
42,2957,17,TCU_Search
42,21198,18,TCU_Search
42,17267,19,TCU_Search
42,20610,20,TCU_Search
43,22124,1,TCU_Search
43,35917,2,TCU_Search
43,22785,3,TCU_Search
43,34258,4,TCU_Search
43,33056,5,TCU_Search
43,34321,6,TCU_Search
43,21814,7,TCU_Search
43,33055,8,TCU_Search
43,21840,9,TCU_Search
44,39056,1,TCU_Search
44,16246,2,TCU_Search
44,32696,3,TCU_Search
44,15067,4,TCU_Search
44,33818,5,TCU_Search
44,41478,6,TCU_Search
44,37170,7,TCU_Search
44,32672,8,TCU_Search
44,32671,9,TCU_Search
44,78586,10,TCU_Search
44,15071,11,TCU_Search
44,10016,12,TCU_Search
44,16121,13,TCU_Search
44,15370,14,TCU_Search
45,58195,1,TCU_Search
45,58335,2,TCU_Search
45,52912,3,TCU_Search
45,147727,4,TCU_Search
45,21864,5,TCU_Search
45,16996,6,TCU_Search
45,15253,7,TCU_Search
45,139562,8,TCU_Search
45,117370,9,TCU_Search
45,43880,10,TCU_Search
45,103458,11,TCU_Search
45,70748,12,TCU_Search
45,59211,13,TCU_Search
45,75129,14,TCU_Search
45,54852,15,TCU_Search
45,47604,16,TCU_Search
45,50140,17,TCU_Search
45,22095,18,TCU_Search
45,29350,19,TCU_Search
45,22166,20,TCU_Search
46,51881,1,TCU_Search
46,29394,2,TCU_Search
46,29356,3,TCU_Search
46,32965,4,TCU_Search
46,18323,5,TCU_Search
46,88847,6,TCU_Search
46,21259,7,TCU_Search
46,29371,8,TCU_Search
46,20483,9,TCU_Search
46,85586,10,TCU_Search
46,75210,11,TCU_Search
46,31108,12,TCU_Search
46,29393,13,TCU_Search
46,5709,14,TCU_Search
46,17262,15,TCU_Search
46,74717,16,TCU_Search
46,33026,17,TCU_Search
46,19430,18,TCU_Search
46,29349,19,TCU_Search
47,54849,1,TCU_Search
47,129445,2,TCU_Search
47,33815,3,TCU_Search
47,8319,4,TCU_Search
47,28854,5,TCU_Search
47,28889,6,TCU_Search
47,28923,7,TCU_Search
47,64228,8,TCU_Search
47,9777,9,TCU_Search
47,49458,10,TCU_Search
47,29358,11,TCU_Search
47,34280,12,TCU_Search
47,49851,13,TCU_Search
47,28870,14,TCU_Search
47,33814,15,TCU_Search
47,31625,16,TCU_Search
47,18325,17,TCU_Search
47,40643,18,TCU_Search
47,31189,19,TCU_Search
47,17409,20,TCU_Search
48,78023,1,TCU_Search
48,113690,2,TCU_Search
48,20257,3,TCU_Search
48,20307,4,TCU_Search
48,31722,5,TCU_Search
48,19602,6,TCU_Search
48,61098,7,TCU_Search
48,44837,8,TCU_Search
48,20308,9,TCU_Search
48,31740,10,TCU_Search
48,20258,11,TCU_Search
48,25410,12,TCU_Search
48,33122,13,TCU_Search
48,19617,14,TCU_Search
48,19601,15,TCU_Search
48,19572,16,TCU_Search
48,31724,17,TCU_Search
48,100415,18,TCU_Search
48,58133,19,TCU_Search
49,34124,1,TCU_Search
49,14830,2,TCU_Search
49,148157,3,TCU_Search
49,17337,4,TCU_Search
49,39221,5,TCU_Search
49,40469,6,TCU_Search
49,39667,7,TCU_Search
49,98914,8,TCU_Search
49,34145,9,TCU_Search
49,17285,10,TCU_Search
49,33939,11,TCU_Search
49,98935,12,TCU_Search
49,39204,13,TCU_Search
49,14829,14,TCU_Search
49,35056,15,TCU_Search
49,31617,16,TCU_Search
49,21036,17,TCU_Search
49,21035,18,TCU_Search
49,34205,19,TCU_Search
49,20900,20,TCU_Search
50,44815,1,TCU_Search
50,103581,2,TCU_Search
50,33704,3,TCU_Search
50,18952,4,TCU_Search
50,47869,5,TCU_Search
50,17259,6,TCU_Search
50,7109,7,TCU_Search
50,18398,8,TCU_Search
50,17097,9,TCU_Search
50,17121,10,TCU_Search
50,17260,11,TCU_Search
50,32601,12,TCU_Search
50,150929,13,TCU_Search
50,32014,14,TCU_Search
50,14270,15,TCU_Search
50,55271,16,TCU_Search
50,29648,17,TCU_Search
50,29880,18,TCU_Search
50,29560,19,TCU_Search
50,29665,20,TCU_Search
51,5714,1,TCU_Search
51,2845,2,TCU_Search
52,41056,1,TCU_Search
52,38978,2,TCU_Search
52,17059,3,TCU_Search
52,150633,4,TCU_Search
52,21579,5,TCU_Search
52,139391,6,TCU_Search
52,72733,7,TCU_Search
52,36391,8,TCU_Search
52,106389,9,TCU_Search
52,149310,10,TCU_Search
52,85713,11,TCU_Search
52,70707,12,TCU_Search
52,142787,13,TCU_Search
52,15181,14,TCU_Search
52,89850,15,TCU_Search
52,113434,16,TCU_Search
52,15600,17,TCU_Search
52,40940,18,TCU_Search
52,43860,19,TCU_Search
52,13635,20,TCU_Search
53,48357,1,TCU_Search
53,31524,2,TCU_Search
53,17951,3,TCU_Search
53,17966,4,TCU_Search
54,26373,1,TCU_Search
54,48357,2,TCU_Search
54,22135,3,TCU_Search
54,21817,4,TCU_Search
54,22211,5,TCU_Search
54,22212,6,TCU_Search
54,25757,7,TCU_Search
54,19407,8,TCU_Search
54,21853,9,TCU_Search
55,19451,1,TCU_Search
55,17993,2,TCU_Search
55,17992,3,TCU_Search
56,18865,1,TCU_Search
57,5714,1,TCU_Search
58,71433,1,TCU_Search
58,123011,2,TCU_Search
59,109695,1,TCU_Search
59,67390,2,TCU_Search
60,84720,1,TCU_Search
60,85445,2,TCU_Search
60,13770,3,TCU_Search
60,34672,4,TCU_Search
60,9989,5,TCU_Search
60,35435,6,TCU_Search
60,35258,7,TCU_Search
60,118076,8,TCU_Search
60,111444,9,TCU_Search
60,145500,10,TCU_Search
60,137127,11,TCU_Search
60,35430,12,TCU_Search
60,105418,13,TCU_Search
60,35428,14,TCU_Search
60,141944,15,TCU_Search
60,13233,16,TCU_Search
60,120403,17,TCU_Search
60,144943,18,TCU_Search
60,92531,19,TCU_Search
60,63595,20,TCU_Search
61,44162,1,TCU_Search
62,13694,1,TCU_Search
62,42817,2,TCU_Search
62,107361,3,TCU_Search
63,75014,1,TCU_Search
63,17184,2,TCU_Search
63,13583,3,TCU_Search
63,109923,4,TCU_Search
63,83994,5,TCU_Search
63,43804,6,TCU_Search
63,4856,7,TCU_Search
63,57781,8,TCU_Search
64,21789,1,TCU_Search
64,31629,2,TCU_Search
64,22165,3,TCU_Search
64,22164,4,TCU_Search
64,21192,5,TCU_Search
64,20582,6,TCU_Search
64,22166,7,TCU_Search
64,21790,8,TCU_Search
64,22812,9,TCU_Search
64,22169,10,TCU_Search
64,22836,11,TCU_Search
64,19431,12,TCU_Search
64,142364,13,TCU_Search
64,47604,14,TCU_Search
64,151614,15,TCU_Search
64,22170,16,TCU_Search
65,21864,1,TCU_Search
65,32467,2,TCU_Search
65,16869,3,TCU_Search
66,52912,1,TCU_Search
66,22168,2,TCU_Search
66,147727,3,TCU_Search
66,20561,4,TCU_Search
67,10089,1,TCU_Search
