QUERY_ID,DOC_ID,SCORE,ENGINE,RANK
11,29533,2,(BM25|STS)+Reranker+LLM,1
11,18872,2,(BM25|STS)+Reranker+LLM,2
11,18828,2,(BM25|STS)+Reranker+LLM,4
11,18245,2,(BM25|STS)+Reranker+LLM,5
11,18255,2,(BM25|STS)+Reranker+LLM,6
11,33939,2,(BM25|STS)+Reranker+LLM,7
11,33958,2,(BM25|STS)+Reranker+LLM,8
11,29518,2,(BM25|STS)+Reranker+LLM,10
11,17137,1,BM25+LLM,124
11,15178,1,BM25+LLM,218
11,21091,1,BM25+LLM,390
11,21866,1,BM25+LLM,694
11,23179,0,BM25+LLM,364
12,22795,3,(BM25|STS)+Reranker+LLM,1
12,22146,3,(BM25|STS)+Reranker+LLM,2
12,60017,3,(BM25|STS)+Reranker+LLM,4
12,21901,3,(BM25|STS)+Reranker+LLM,5
12,22794,3,(BM25|STS)+Reranker+LLM,6
12,33953,3,(BM25|STS)+Reranker+LLM,7
12,22780,3,(BM25|STS)+Reranker+LLM,8
12,33077,3,(BM25|STS)+Reranker+LLM,9
12,22797,2,(BM25|STS)+Reranker+LLM,3
12,21870,2,(BM25|STS)+Reranker+LLM,10
12,20956,1,BM25+LLM,119
12,85317,1,BM25+LLM,197
12,62634,1,BM25+LLM,302
12,151474,1,BM25+LLM,852
12,17999,0,BM25+LLM,144
13,19451,3,(BM25|STS)+Reranker+LLM,1
13,18950,3,(BM25|STS)+Reranker+LLM,2
13,17993,3,(BM25|STS)+Reranker+LLM,3
13,18384,3,(BM25|STS)+Reranker+LLM,4
13,18060,3,(BM25|STS)+Reranker+LLM,5
13,17992,3,(BM25|STS)+Reranker+LLM,6
13,18089,3,(BM25|STS)+Reranker+LLM,7
13,17825,3,(BM25|STS)+Reranker+LLM,8
13,34996,3,(BM25|STS)+Reranker+LLM,9
13,18924,3,(BM25|STS)+Reranker+LLM,10
13,31082,1,BM25+LLM,36
13,67008,1,BM25+LLM,228
13,17393,1,BM25+LLM,540
13,139432,1,BM25+LLM,719
13,51386,0,BM25+LLM,829
14,93235,3,(BM25|STS)+Reranker+LLM,1
14,81987,3,(BM25|STS)+Reranker+LLM,2
14,122137,3,(BM25|STS)+Reranker+LLM,3
14,143862,3,(BM25|STS)+Reranker+LLM,6
14,138642,3,(BM25|STS)+Reranker+LLM,7
14,136866,2,(BM25|STS)+Reranker+LLM,4
14,108627,2,(BM25|STS)+Reranker+LLM,5
14,133900,2,(BM25|STS)+Reranker+LLM,8
14,151614,2,(BM25|STS)+Reranker+LLM,9
14,82758,2,(BM25|STS)+Reranker+LLM,10
14,17563,0,BM25+LLM,142
14,44087,0,BM25+LLM,236
14,134121,0,BM25+LLM,472
14,33808,0,BM25+LLM,572
14,31823,0,BM25+LLM,861
15,32737,3,(BM25|STS)+Reranker+LLM,4
15,80118,3,(BM25|STS)+Reranker+LLM,7
15,104216,3,(BM25|STS)+Reranker+LLM,9
15,19662,3,(BM25|STS)+Reranker+LLM,10
15,19690,2,(BM25|STS)+Reranker+LLM,1
15,34093,2,(BM25|STS)+Reranker+LLM,2
15,33711,2,(BM25|STS)+Reranker+LLM,3
15,23087,2,(BM25|STS)+Reranker+LLM,5
15,68169,2,(BM25|STS)+Reranker+LLM,6
15,14408,2,(BM25|STS)+Reranker+LLM,8
15,16118,1,BM25+LLM,239
15,13,1,BM25+LLM,353
15,27831,0,BM25+LLM,196
15,19710,0,BM25+LLM,386
15,40444,0,BM25+LLM,869
16,18910,3,(BM25|STS)+Reranker+LLM,4
16,19404,3,(BM25|STS)+Reranker+LLM,5
16,17368,3,(BM25|STS)+Reranker+LLM,9
16,18817,2,(BM25|STS)+Reranker+LLM,1
16,18912,2,(BM25|STS)+Reranker+LLM,2
16,25664,2,(BM25|STS)+Reranker+LLM,3
16,87606,2,(BM25|STS)+Reranker+LLM,6
16,59613,2,(BM25|STS)+Reranker+LLM,7
16,17959,2,(BM25|STS)+Reranker+LLM,8
16,17390,2,(BM25|STS)+Reranker+LLM,10
16,21935,1,BM25+LLM,207
16,17234,1,BM25+LLM,582
16,28341,0,BM25+LLM,503
16,5700,0,BM25+LLM,949
16,34122,0,BM25+LLM,965
17,34995,3,(BM25|STS)+Reranker+LLM,1
17,16319,3,(BM25|STS)+Reranker+LLM,8
17,34631,2,(BM25|STS)+Reranker+LLM,2
17,34774,2,(BM25|STS)+Reranker+LLM,3
17,68510,2,(BM25|STS)+Reranker+LLM,4
17,34705,2,(BM25|STS)+Reranker+LLM,6
17,34771,2,(BM25|STS)+Reranker+LLM,7
17,34890,2,(BM25|STS)+Reranker+LLM,9
17,31572,1,(BM25|STS)+Reranker+LLM,5
17,31574,1,(BM25|STS)+Reranker+LLM,10
17,148157,1,BM25+LLM,26
17,17211,1,BM25+LLM,73
17,21866,0,BM25+LLM,388
17,22812,0,BM25+LLM,520
17,85713,0,BM25+LLM,602
18,32643,3,(BM25|STS)+Reranker+LLM,2
18,81314,3,(BM25|STS)+Reranker+LLM,5
18,17257,3,(BM25|STS)+Reranker+LLM,10
18,20510,3,BM25+LLM,58
18,18058,2,(BM25|STS)+Reranker+LLM,1
18,18041,2,(BM25|STS)+Reranker+LLM,3
18,18904,2,(BM25|STS)+Reranker+LLM,4
18,38547,2,(BM25|STS)+Reranker+LLM,6
18,38548,2,(BM25|STS)+Reranker+LLM,7
18,42262,2,(BM25|STS)+Reranker+LLM,8
18,32589,2,(BM25|STS)+Reranker+LLM,9
18,20899,1,BM25+LLM,235
18,20544,1,BM25+LLM,537
18,15839,0,BM25+LLM,254
18,14915,0,BM25+LLM,661
19,32331,3,(BM25|STS)+Reranker+LLM,1
19,35185,3,(BM25|STS)+Reranker+LLM,2
19,131055,3,(BM25|STS)+Reranker+LLM,3
19,35186,3,(BM25|STS)+Reranker+LLM,5
19,34976,3,(BM25|STS)+Reranker+LLM,6
19,35197,3,(BM25|STS)+Reranker+LLM,7
19,34926,3,(BM25|STS)+Reranker+LLM,8
19,34979,3,(BM25|STS)+Reranker+LLM,9
19,15405,3,(BM25|STS)+Reranker+LLM,10
19,150622,3,BM25+LLM,91
19,82277,2,(BM25|STS)+Reranker+LLM,4
19,31541,1,BM25+LLM,601
19,19649,0,BM25+LLM,369
19,38959,0,BM25+LLM,403
19,49113,0,BM25+LLM,854
20,55315,3,(BM25|STS)+Reranker+LLM,1
20,50987,3,(BM25|STS)+Reranker+LLM,2
20,85524,3,(BM25|STS)+Reranker+LLM,9
20,28961,2,(BM25|STS)+Reranker+LLM,3
20,80565,2,(BM25|STS)+Reranker+LLM,8
20,26251,1,(BM25|STS)+Reranker+LLM,5
20,9551,1,(BM25|STS)+Reranker+LLM,6
20,31414,1,(BM25|STS)+Reranker+LLM,7
20,18941,1,(BM25|STS)+Reranker+LLM,10
20,626,1,BM25+LLM,34
20,114588,1,BM25+LLM,64
20,15311,1,BM25+LLM,92
20,142821,1,BM25+LLM,113
20,15852,0,(BM25|STS)+Reranker+LLM,4
20,26481,0,BM25+LLM,37
21,33032,3,(BM25|STS)+Reranker+LLM,2
21,22972,3,(BM25|STS)+Reranker+LLM,3
21,34918,3,(BM25|STS)+Reranker+LLM,4
21,32974,3,(BM25|STS)+Reranker+LLM,5
21,21279,3,(BM25|STS)+Reranker+LLM,6
21,31556,3,(BM25|STS)+Reranker+LLM,7
21,21037,3,(BM25|STS)+Reranker+LLM,8
21,18181,3,(BM25|STS)+Reranker+LLM,9
21,31641,2,(BM25|STS)+Reranker+LLM,1
21,14829,2,(BM25|STS)+Reranker+LLM,10
21,13608,2,BM25+LLM,344
21,123820,0,BM25+LLM,225
21,104797,0,BM25+LLM,427
21,17906,0,BM25+LLM,538
21,39631,0,BM25+LLM,681
22,137424,3,(BM25|STS)+Reranker+LLM,1
22,15112,3,(BM25|STS)+Reranker+LLM,2
22,13227,3,(BM25|STS)+Reranker+LLM,3
22,8321,3,(BM25|STS)+Reranker+LLM,4
22,19650,3,(BM25|STS)+Reranker+LLM,6
22,13236,3,(BM25|STS)+Reranker+LLM,7
22,26515,3,(BM25|STS)+Reranker+LLM,9
22,28276,3,(BM25|STS)+Reranker+LLM,10
22,19754,2,(BM25|STS)+Reranker+LLM,5
22,716,2,(BM25|STS)+Reranker+LLM,8
22,87289,1,BM25+LLM,614
22,12949,1,BM25+LLM,839
22,34844,0,BM25+LLM,360
22,28557,0,BM25+LLM,436
22,179,0,BM25+LLM,745
23,34988,3,(BM25|STS)+Reranker+LLM,1
23,141147,3,(BM25|STS)+Reranker+LLM,2
23,34989,3,(BM25|STS)+Reranker+LLM,3
23,69087,3,(BM25|STS)+Reranker+LLM,4
23,34701,3,(BM25|STS)+Reranker+LLM,5
23,41582,3,(BM25|STS)+Reranker+LLM,6
23,83095,3,(BM25|STS)+Reranker+LLM,9
23,60302,3,(BM25|STS)+Reranker+LLM,10
23,28931,2,(BM25|STS)+Reranker+LLM,7
23,35300,2,(BM25|STS)+Reranker+LLM,8
23,31527,1,BM25+LLM,231
23,11684,1,BM25+LLM,330
23,35491,0,BM25+LLM,670
23,18914,0,BM25+LLM,840
23,29519,0,BM25+LLM,930
24,21062,3,(BM25|STS)+Reranker+LLM,2
24,92844,3,(BM25|STS)+Reranker+LLM,4
24,18347,3,(BM25|STS)+Reranker+LLM,5
24,13652,3,BM25+LLM,467
24,21816,3,BM25+LLM,658
24,34145,3,BM25+LLM,773
24,31536,2,(BM25|STS)+Reranker+LLM,1
24,17293,2,(BM25|STS)+Reranker+LLM,3
24,18849,2,(BM25|STS)+Reranker+LLM,6
24,31543,2,(BM25|STS)+Reranker+LLM,7
24,31053,2,(BM25|STS)+Reranker+LLM,8
24,93275,2,(BM25|STS)+Reranker+LLM,9
24,115433,2,(BM25|STS)+Reranker+LLM,10
24,16249,2,BM25+LLM,110
24,94967,2,BM25+LLM,225
25,36008,3,(BM25|STS)+Reranker+LLM,1
25,22140,3,(BM25|STS)+Reranker+LLM,2
25,61651,3,(BM25|STS)+Reranker+LLM,3
25,22139,3,(BM25|STS)+Reranker+LLM,4
25,21876,3,(BM25|STS)+Reranker+LLM,5
25,22105,3,(BM25|STS)+Reranker+LLM,6
25,22792,3,(BM25|STS)+Reranker+LLM,7
25,26341,3,(BM25|STS)+Reranker+LLM,8
25,9344,3,(BM25|STS)+Reranker+LLM,9
25,33077,3,(BM25|STS)+Reranker+LLM,10
25,18300,1,BM25+LLM,323
25,47044,1,BM25+LLM,427
25,145864,1,BM25+LLM,438
25,17036,1,BM25+LLM,523
25,22822,0,BM25+LLM,172
26,25632,3,(BM25|STS)+Reranker+LLM,1
26,18949,3,(BM25|STS)+Reranker+LLM,5
26,18381,3,(BM25|STS)+Reranker+LLM,7
26,132460,3,(BM25|STS)+Reranker+LLM,9
26,21259,3,BM25+LLM,545
26,61518,2,(BM25|STS)+Reranker+LLM,2
26,18347,2,(BM25|STS)+Reranker+LLM,3
26,17823,2,(BM25|STS)+Reranker+LLM,4
26,34216,2,(BM25|STS)+Reranker+LLM,8
26,149840,2,(BM25|STS)+Reranker+LLM,10
26,20903,2,BM25+LLM,579
26,34775,1,(BM25|STS)+Reranker+LLM,6
26,65107,1,BM25+LLM,106
26,20630,1,BM25+LLM,613
26,20629,1,BM25+LLM,676
27,16325,3,(BM25|STS)+Reranker+LLM,1
27,134867,3,(BM25|STS)+Reranker+LLM,2
27,18841,3,(BM25|STS)+Reranker+LLM,3
27,18842,3,(BM25|STS)+Reranker+LLM,4
27,17883,3,(BM25|STS)+Reranker+LLM,5
27,32936,3,(BM25|STS)+Reranker+LLM,6
27,32923,3,(BM25|STS)+Reranker+LLM,7
27,19385,3,(BM25|STS)+Reranker+LLM,8
27,17146,3,(BM25|STS)+Reranker+LLM,9
27,18818,3,(BM25|STS)+Reranker+LLM,10
27,54652,2,BM25+LLM,148
27,34928,0,BM25+LLM,411
27,33038,0,BM25+LLM,562
27,32702,0,BM25+LLM,796
27,19575,0,BM25+LLM,990
28,35286,3,(BM25|STS)+Reranker+LLM,2
28,35299,2,(BM25|STS)+Reranker+LLM,1
28,34838,2,(BM25|STS)+Reranker+LLM,3
28,35284,2,(BM25|STS)+Reranker+LLM,4
28,131055,2,(BM25|STS)+Reranker+LLM,5
28,80814,2,(BM25|STS)+Reranker+LLM,6
28,59938,2,(BM25|STS)+Reranker+LLM,7
28,67158,2,(BM25|STS)+Reranker+LLM,8
28,135549,2,(BM25|STS)+Reranker+LLM,9
28,82277,2,(BM25|STS)+Reranker+LLM,10
28,55235,1,BM25+LLM,411
28,13287,0,BM25+LLM,157
28,45015,0,BM25+LLM,325
28,137074,0,BM25+LLM,513
28,99942,0,BM25+LLM,821
29,27866,3,(BM25|STS)+Reranker+LLM,1
29,40230,3,(BM25|STS)+Reranker+LLM,3
29,13637,3,(BM25|STS)+Reranker+LLM,4
29,132082,3,(BM25|STS)+Reranker+LLM,5
29,30902,3,(BM25|STS)+Reranker+LLM,10
29,15545,3,BM25+LLM,44
29,28069,3,BM25+LLM,149
29,23724,2,(BM25|STS)+Reranker+LLM,9
29,33897,1,(BM25|STS)+Reranker+LLM,2
29,31343,1,(BM25|STS)+Reranker+LLM,6
29,26500,1,(BM25|STS)+Reranker+LLM,7
29,32801,1,(BM25|STS)+Reranker+LLM,8
29,14877,1,BM25+LLM,241
29,35246,1,BM25+LLM,277
29,98038,1,BM25+LLM,842
30,79286,3,(BM25|STS)+Reranker+LLM,1
30,35419,3,(BM25|STS)+Reranker+LLM,2
30,15866,3,(BM25|STS)+Reranker+LLM,3
30,64766,3,(BM25|STS)+Reranker+LLM,4
30,35041,3,(BM25|STS)+Reranker+LLM,6
30,72433,3,(BM25|STS)+Reranker+LLM,7
30,18051,3,(BM25|STS)+Reranker+LLM,8
30,84434,2,(BM25|STS)+Reranker+LLM,5
30,18941,2,(BM25|STS)+Reranker+LLM,9
30,18067,2,(BM25|STS)+Reranker+LLM,10
30,17096,1,BM25+LLM,291
30,17256,1,BM25+LLM,322
30,32609,1,BM25+LLM,567
30,31016,0,BM25+LLM,86
30,22107,0,BM25+LLM,526
31,27073,3,(BM25|STS)+Reranker+LLM,1
31,21253,3,(BM25|STS)+Reranker+LLM,2
31,33899,3,(BM25|STS)+Reranker+LLM,3
31,102455,3,(BM25|STS)+Reranker+LLM,4
31,26459,3,(BM25|STS)+Reranker+LLM,5
31,26568,3,BM25+LLM,18
31,32809,3,BM25+LLM,51
31,43886,2,(BM25|STS)+Reranker+LLM,6
31,51469,2,(BM25|STS)+Reranker+LLM,7
31,22230,2,(BM25|STS)+Reranker+LLM,8
31,11653,2,(BM25|STS)+Reranker+LLM,10
31,27119,2,BM25+LLM,23
31,27820,1,(BM25|STS)+Reranker+LLM,9
31,23155,0,BM25+LLM,150
31,112917,0,BM25+LLM,374
32,93997,3,(BM25|STS)+Reranker+LLM,1
32,16983,3,(BM25|STS)+Reranker+LLM,2
32,637,3,(BM25|STS)+Reranker+LLM,3
32,88354,3,(BM25|STS)+Reranker+LLM,4
32,57810,3,(BM25|STS)+Reranker+LLM,5
32,36810,3,(BM25|STS)+Reranker+LLM,6
32,34905,3,(BM25|STS)+Reranker+LLM,7
32,35309,3,(BM25|STS)+Reranker+LLM,9
32,32420,2,(BM25|STS)+Reranker+LLM,8
32,15294,1,(BM25|STS)+Reranker+LLM,10
32,33939,1,BM25+LLM,170
32,33907,1,BM25+LLM,770
32,18223,1,BM25+LLM,784
32,34761,0,BM25+LLM,539
32,13580,0,BM25+LLM,729
33,17821,3,(BM25|STS)+Reranker+LLM,1
33,60811,3,(BM25|STS)+Reranker+LLM,2
33,18402,3,(BM25|STS)+Reranker+LLM,3
33,17885,3,(BM25|STS)+Reranker+LLM,4
33,17819,3,(BM25|STS)+Reranker+LLM,5
33,83622,3,(BM25|STS)+Reranker+LLM,6
33,31108,3,(BM25|STS)+Reranker+LLM,7
33,19029,3,(BM25|STS)+Reranker+LLM,8
33,47391,3,(BM25|STS)+Reranker+LLM,10
33,34116,2,(BM25|STS)+Reranker+LLM,9
33,11621,1,BM25+LLM,335
33,81299,1,BM25+LLM,470
33,18345,0,BM25+LLM,156
33,81742,0,BM25+LLM,241
33,34873,0,BM25+LLM,961
34,31776,3,(BM25|STS)+Reranker+LLM,1
34,68907,2,(BM25|STS)+Reranker+LLM,2
34,31765,2,(BM25|STS)+Reranker+LLM,3
34,19572,2,(BM25|STS)+Reranker+LLM,4
34,23571,2,(BM25|STS)+Reranker+LLM,6
34,34344,2,(BM25|STS)+Reranker+LLM,7
34,20315,2,(BM25|STS)+Reranker+LLM,8
34,32953,1,(BM25|STS)+Reranker+LLM,5
34,17174,1,(BM25|STS)+Reranker+LLM,9
34,33121,1,(BM25|STS)+Reranker+LLM,10
34,49458,1,BM25+LLM,78
34,130131,0,BM25+LLM,704
34,35427,0,BM25+LLM,756
34,137130,0,BM25+LLM,876
34,15805,0,BM25+LLM,916
35,26237,3,(BM25|STS)+Reranker+LLM,1
35,23084,3,(BM25|STS)+Reranker+LLM,2
35,14815,3,(BM25|STS)+Reranker+LLM,3
35,23163,3,(BM25|STS)+Reranker+LLM,4
35,136361,3,(BM25|STS)+Reranker+LLM,5
35,22888,3,(BM25|STS)+Reranker+LLM,6
35,16864,3,(BM25|STS)+Reranker+LLM,7
35,23000,3,(BM25|STS)+Reranker+LLM,8
35,101909,3,(BM25|STS)+Reranker+LLM,9
35,35540,3,(BM25|STS)+Reranker+LLM,10
35,42265,1,BM25+LLM,213
35,23121,0,BM25+LLM,318
35,42243,0,BM25+LLM,764
35,14915,0,BM25+LLM,848
35,134001,0,BM25+LLM,893
36,27897,3,(BM25|STS)+Reranker+LLM,1
36,27867,3,(BM25|STS)+Reranker+LLM,2
36,284,3,(BM25|STS)+Reranker+LLM,3
36,6711,3,(BM25|STS)+Reranker+LLM,4
36,31402,3,(BM25|STS)+Reranker+LLM,5
36,16881,3,(BM25|STS)+Reranker+LLM,6
36,27955,3,(BM25|STS)+Reranker+LLM,7
36,27935,3,(BM25|STS)+Reranker+LLM,9
36,50860,3,(BM25|STS)+Reranker+LLM,10
36,25414,2,(BM25|STS)+Reranker+LLM,8
36,17917,0,BM25+LLM,112
36,29896,0,BM25+LLM,221
36,90551,0,BM25+LLM,529
36,16335,0,BM25+LLM,633
36,17045,0,BM25+LLM,640
37,31372,2,(BM25|STS)+Reranker+LLM,1
37,28909,2,(BM25|STS)+Reranker+LLM,2
37,28974,2,(BM25|STS)+Reranker+LLM,3
37,31479,2,(BM25|STS)+Reranker+LLM,9
37,32662,1,(BM25|STS)+Reranker+LLM,4
37,31481,1,(BM25|STS)+Reranker+LLM,5
37,33038,1,(BM25|STS)+Reranker+LLM,6
37,29357,1,(BM25|STS)+Reranker+LLM,7
37,28898,1,(BM25|STS)+Reranker+LLM,8
37,28919,1,(BM25|STS)+Reranker+LLM,10
37,124291,1,BM25+LLM,27
37,20561,1,BM25+LLM,49
37,24656,1,BM25+LLM,83
37,32084,1,BM25+LLM,101
37,64110,1,BM25+LLM,108
38,22746,3,(BM25|STS)+Reranker+LLM,1
38,42937,3,(BM25|STS)+Reranker+LLM,3
38,21063,3,(BM25|STS)+Reranker+LLM,4
38,17013,3,(BM25|STS)+Reranker+LLM,7
38,16980,2,(BM25|STS)+Reranker+LLM,2
38,33086,2,(BM25|STS)+Reranker+LLM,5
38,93275,2,(BM25|STS)+Reranker+LLM,6
38,16311,2,(BM25|STS)+Reranker+LLM,8
38,147920,2,(BM25|STS)+Reranker+LLM,9
38,135576,2,(BM25|STS)+Reranker+LLM,10
38,21052,2,BM25+LLM,494
38,65187,1,BM25+LLM,204
38,33583,1,BM25+LLM,256
38,28895,1,BM25+LLM,264
38,31693,1,BM25+LLM,525
39,27804,3,(BM25|STS)+Reranker+LLM,1
39,26236,3,(BM25|STS)+Reranker+LLM,2
39,32813,3,(BM25|STS)+Reranker+LLM,4
39,88456,3,(BM25|STS)+Reranker+LLM,5
39,26063,3,(BM25|STS)+Reranker+LLM,7
39,87752,3,(BM25|STS)+Reranker+LLM,8
39,119798,3,(BM25|STS)+Reranker+LLM,9
39,52066,3,(BM25|STS)+Reranker+LLM,10
39,26049,2,(BM25|STS)+Reranker+LLM,3
39,25694,2,(BM25|STS)+Reranker+LLM,6
39,19490,2,BM25+LLM,20
39,62185,2,BM25+LLM,368
39,20972,1,BM25+LLM,918
39,32326,0,BM25+LLM,664
39,22812,0,BM25+LLM,818
40,19638,3,(BM25|STS)+Reranker+LLM,4
40,34964,3,(BM25|STS)+Reranker+LLM,7
40,90274,2,(BM25|STS)+Reranker+LLM,1
